istasyon_adi,lat,lon,brand,has_lpg,has_charge
BULAK PETROL OFISI,37.576079,43.738229,Petrol Ofisi,False,False
ÇEVRE YOLU PETROL OFISI,37.306565,44.569021,Petrol Ofisi,False,False
SÜMBÜL PETROL OFISI,37.569439,43.746139,Petrol Ofisi,False,False
YÜKSEKOVA,37.5626065,44.3092405,Petrol Ofisi,False,False
YÜKSEKOVA - İPEKYOLU PETROL OFISI,37.586515,44.294313,Petrol Ofisi,False,False
BÜYÜKÖZLÜ PETROL OFİSİ,40.226167,35.6745,Petrol Ofisi,False,False
ÇAMIÇI PETROL OFISI,40.573966,36.95144,Petrol Ofisi,False,False
ÇAMLIBEL PETROL OFISI,40.0828,36.474,Petrol Ofisi,False,False
DOĞANCIBAĞLARI PETROL OFISI,40.333579,36.577844,Petrol Ofisi,False,False
ERBAA 1 PETROL OFISI,40.681066,36.586461,Petrol Ofisi,False,False
ERBAA 2 PETROL OFISI,40.682541,36.533256,Petrol Ofisi,False,False
ERBAA 3 PETROL OFISI,40.671294,36.609128,Petrol Ofisi,False,False
ERBAA 4 PETROL OFISI,40.677017,36.590978,Petrol Ofisi,False,False
HANÇER PETROL OFISI,40.291988,35.879372,Petrol Ofisi,False,False
NIKSAR YOLU PETROL OFISI,40.545733,36.913412,Petrol Ofisi,False,False
REŞADİYE MERKEZ PETROL OFISI,40.388469,37.329214,Petrol Ofisi,False,False
REŞADİYE PETROL OFISI,40.365152,37.419431,Petrol Ofisi,False,False
TAŞLIÇIFTLIK,40.3328145,36.4650961,Petrol Ofisi,False,False
TOKAT ÇIKIŞ PETROL OFISI,40.269963,36.545057,Petrol Ofisi,False,False
TOKAT GİRİŞİ PETROL OFİSİ,40.332692,36.5312365,Petrol Ofisi,False,False
TOKAT MERKEZ,40.3341788,36.5376932,Petrol Ofisi,False,False
TOKAT MERKEZ PETROL OFISI,40.334428,36.538685,Petrol Ofisi,False,False
TURHAL HAVAALANI PETROL OFISI,40.300172,36.350257,Petrol Ofisi,False,False
YILDIZTEPE KÖYÜ PETROL OFISI,40.224201,35.933559,Petrol Ofisi,False,False
ZİLE  PETROL OFISI,40.365995,36.04461,Petrol Ofisi,False,False
ZILE PETROL OFISI,40.297611,35.891361,Petrol Ofisi,False,False
CIZRE,37.3214592,42.2206585,Petrol Ofisi,False,False
CIZRE PETROL OFISI,37.32448,42.184964,Petrol Ofisi,False,False
İDIL PETROL OFISI,37.331623,41.876538,Petrol Ofisi,False,False
KARAKAŞ PETROL OFISI,37.3324,42.20147,Petrol Ofisi,False,False
KATRAN PETROL OFISI,37.244816,42.078106,Petrol Ofisi,False,False
SILOPI PETROL OFISI,37.239743,42.479528,Petrol Ofisi,False,False
ŞIRNAK PETROL OFISI,37.514973,42.440537,Petrol Ofisi,False,False
ULUDERE PETROL OFISI,37.431911,42.78002,Petrol Ofisi,False,False
ÇUKUR PETROL OFISI,39.051885,38.916278,Petrol Ofisi,False,False
PÜLÜMÜR PETROL OFİSİ,39.486923,39.895397,Petrol Ofisi,False,False
SOĞUKPINAR PETROL OFISI,38.8616,39.306,Petrol Ofisi,False,False
TUNCELI,39.0378874,39.5057885,Petrol Ofisi,False,False
TUNCELI VALILIK PETROL OFISI,39.532421,39.073067,Petrol Ofisi,False,False
EFLANI PETROL OFISI,41.422904,32.958383,Petrol Ofisi,False,False
İMANLAR MEVKII PETROL OFISI,40.914024,32.582753,Petrol Ofisi,False,False
KARABÜK,41.212573,32.6464988,Petrol Ofisi,False,False
KARABÜK BARTIN YOLU PETROL OFISI,41.447137,32.72486,Petrol Ofisi,False,False
KARABÜK MERKEZ PETROL OFISI,41.209999,32.641314,Petrol Ofisi,False,False
KARABÜK OTOGAR PETROL OFISI,41.1968139,32.6254173,Petrol Ofisi,False,False
MERMER PETROL OFISI,40.964565,32.55636,Petrol Ofisi,False,False
SAFRANBOLU PETROL OFISI,41.2492197,32.683184,Petrol Ofisi,False,False
YENICE PETROL OFISI,41.199402,32.343413,Petrol Ofisi,False,False
ZONGULDAK CADDESI PETROL OFISI,41.19378,32.610149,Petrol Ofisi,False,False
ERMENEK PETROL OFISI,36.633673,32.904148,Petrol Ofisi,False,False
KAMPÜS PETROL OFISI,37.179874,33.244392,Petrol Ofisi,False,False
KARAMAN MAHALLESI PETROL OFISI,37.190135,33.204742,Petrol Ofisi,False,False
KARAMAN ORGANIZE PETROL OFISI,37.19288,33.251211,Petrol Ofisi,False,False
KAZIMKARABEKİR PETROL OFİSİ,37.223428,32.96923,Petrol Ofisi,False,False
PIRI REIS PETROL OFISI,37.192602,33.228335,Petrol Ofisi,False,False
ŞAMKAPI,37.1866809,33.2334308,Petrol Ofisi,False,False
SARIVELİLER PETROL OFİSİ,36.70812,32.629841,Petrol Ofisi,False,False
YEŞILADA MAHALLESI PETROL OFISI,37.173179,33.224332,Petrol Ofisi,False,False
GÜMÜŞHANE,40.4496489,39.4955919,Petrol Ofisi,False,False
KELKİT 1 PETROL OFİSİ,40.141736,39.433144,Petrol Ofisi,False,False
KÜRTÜN PETROL OFİSİ,40.696963,39.094619,Petrol Ofisi,False,False
MESCİTLİ PETROL OFİSİ,40.505849,39.422951,Petrol Ofisi,False,False
ŞİRAN PETROL OFİSİ,40.185933,39.124404,Petrol Ofisi,False,False
YEŞİLKENT PETROL OFİSİ,40.215511,38.990797,Petrol Ofisi,False,False
HAVAALANI YOLU PETROL OFISI,39.951982,43.96945,Petrol Ofisi,False,False
IĞDIR MERKEZ 1 PETROL OFISI,39.919735,44.042756,Petrol Ofisi,False,False
IĞDIR MERKEZ 2 PETROL OFISI,39.91664,44.047383,Petrol Ofisi,False,False
NAHÇIVAN YOLU PETROL OFISI,39.9385939,44.0865749,Petrol Ofisi,False,False
TUZLUCA PETROL OFISI,40.040441,43.663141,Petrol Ofisi,False,False
TURGUT REİS BODRUM.,37.010007,27.267088,Shell,True,False
DATÇA,36.763699,27.723933,Shell,True,False
ACIBADEM H-BODRM,37.05502,27.34875,Shell,False,True
ORTAKENT BODRUM,37.055898,27.350957,Shell,True,False
KONACIK.,37.0491,27.391251,Shell,True,True
BODRUM ÇARŞI,37.037771,27.434645,Shell,True,False
YALIKAVAK.,37.103116,27.314983,Shell,True,False
ACIBADEM TM-BOD,37.04293,27.43235,Shell,False,True
DİDİM.,37.38875,27.250347,Shell,False,False
İÇMELER MARMARİS.,36.80125,28.219085,Shell,True,False
ORTASALMA.,37.179761,27.609531,Shell,False,False
HAVAALANI BODRUM.,37.219454,27.662047,Shell,True,False
MARMARİS ÇIKIŞI.,36.865172,28.274305,Shell,True,False
TAŞHAN.,36.925456,28.2793,Shell,True,False
KORU-MİLAS,37.258579,27.736156,Shell,True,False
AKBÜK,37.389388,27.433409,Shell,True,False
AHMET YESEVİ,37.288701,27.789083,Shell,True,False
MİLAS GİRİŞİ,37.34155,27.734181,Shell,True,False
MİLAS MERKEZ,37.326038,27.778387,Shell,False,False
GÖKOVA.,37.041171,28.381411,Shell,True,False
GÖKOVA ATAKÖY,37.040085,28.385522,Shell,True,False
SARIKEMER DOĞU.,37.563184,27.354399,Shell,True,False
BAYIR.,37.258928,28.221738,Shell,True,False
İNÖNÜ YATAĞAN,37.335803,28.123573,Shell,True,False
YATAĞAN.,37.338662,28.136883,Shell,True,False
AKÇAKONAK,37.691245,27.380841,Shell,True,False
GÜZELÇAMLI,37.717733,27.240807,Shell,True,False
DALYAN.,36.834271,28.643121,Shell,False,False
DALAMAN ÇIKIŞI,36.793755,28.824476,Shell,True,False
GÜLAĞZI.,37.134781,28.372931,Shell,False,False
GÜLAĞZI-AKYAKA YOLU,37.13734,28.369933,Shell,True,False
KÖYCEĞİZ,36.966311,28.711458,Shell,True,False
MUĞLA ÇEVRE YOLU.,37.206011,28.342441,Shell,False,False
TEKŞAH-MUĞLA..,37.252599,28.244979,Shell,True,False
YARAŞ MUĞLA,37.148483,28.506706,Shell,True,False
YAĞCILAR.,37.58179,28.058756,Shell,True,False
ÇİNE.,37.613781,28.058171,Shell,True,False
ÖLÜDENİZ.,36.589511,29.154921,Shell,True,False
FETHİYE MERKEZ.,36.624845,29.131826,Shell,True,False
FETHİYE.,36.646253,29.131447,Shell,True,False
PATARA,36.317164,29.330077,Shell,False,False
FETHİYE ÇEVREYOLU,36.684041,29.112462,Shell,True,False
SEYDİKEMER,36.641044,29.331808,Shell,True,False
ELMALI,36.6993,29.917,Shell,True,False
KALE MERKEZ,37.454951,28.858341,Shell,True,True
FINIKE..,36.318678,30.159192,Shell,True,False
KUMLUCA.,36.358807,30.28414,Shell,True,False
KUMLUCA MERKEZ,36.367532,30.282923,Shell,False,False
KUMLUCA KARŞIYAKA,36.36357,30.29903,Shell,True,False
ÇAVDIR.,37.156471,29.682321,Shell,True,False
TEKİROVA,36.519942,30.52731,Shell,True,False
ÇAMYUVA,36.5861,30.5422,Shell,True,False
KEMER,36.59875,30.544535,Shell,True,True
GÖYNÜK.,36.663513,30.549342,Shell,True,False
İMREHOR.,37.053244,30.234272,Shell,True,False
KORKUTELİ.,37.006268,30.360933,Shell,True,False
KARAMANLI.,37.375151,29.833341,Shell,True,False
ACIPAYAM,37.517025,29.303599,Shell,True,False
CANKURTARAN.,37.682281,29.222891,Shell,True,False
ÇUKURKÖY.,37.684348,29.222296,Shell,True,False
CUMHURİYET DENİZLİ,37.7584,29.1071,Shell,False,False
LİMAN ANTALYA.,36.833422,30.596219,Shell,True,False
KONYAALTI,36.847379,30.608944,Shell,True,False
UNCALI.,36.901129,30.637725,Shell,True,False
AKDENİZ SANAYİ SİTESİ,36.907001,30.6498,Shell,True,False
LARA.,36.867611,30.725301,Shell,True,False
DURALİLER.,36.918206,30.672743,Shell,True,False
ANTALYA,36.855249,30.747299,Shell,True,False
NARENCİYE,36.8809,30.7205,Shell,True,False
SAKARYA BULVARI,36.921256,30.674415,Shell,True,False
SANAYİ GİRİŞİ ANTALYA.,36.908613,30.691442,Shell,False,False
KIRCAMİ.,36.865086,30.741811,Shell,True,False
ATA,36.9102,30.6967,Shell,True,False
FESTİVAL ÇARŞI,36.887079,30.734314,Shell,True,False
KONUKSEVER,36.9127,30.7147,Shell,True,False
YENİKÖY.,37.006464,30.630418,Shell,True,False
DÖŞEMEALTI.,37.012911,30.63233,Shell,True,True
GÜZELOBA.,36.855772,30.795896,Shell,True,False
AŞIK VEYSEL,36.908846,30.738097,Shell,True,False
DEMOKRASİ KAVŞAĞI.,36.898861,30.763171,Shell,True,True
GAZİ BULVARI.,36.902538,30.758666,Shell,True,False
KUNDU TURIZM YOLU,36.858407,30.860959,Shell,True,False
VARSAK.,36.949796,30.708253,Shell,True,False
HAVAALANI ANTALYA,36.889504,30.8205,Shell,True,False
ALTINTAŞ,36.891757,30.82175,Shell,True,True
AYYILDIZ,36.94189,30.733307,Shell,True,False
YENIBULVAR ALTINOVA.,36.933112,30.775249,Shell,True,False
AKSU.,36.94776,30.837999,Shell,True,False
BELEK.,36.869549,31.021563,Shell,True,False
PAMFİLYA,36.8916,31.007,Shell,True,False
SILLYON,36.935516,30.95594,Shell,True,False
DİKMEN ANTALYA.,36.925841,30.997291,Shell,True,False
SERİK ÇIKIŞI,36.9178,31.066638,Shell,True,True
ARTEMİS,36.915292,31.080238,Shell,False,False
TAŞAĞIL MERKEZ.,36.892308,31.236034,Shell,True,False
ÇELTEK.,36.811272,31.37534,Shell,False,False
MANAVGAT.,36.770703,31.489178,Shell,True,False
KARACALAR.,36.729336,31.546743,Shell,True,True
İNCEKUM,36.627744,31.760324,Shell,True,False
KONAKLI,36.581188,31.897028,Shell,True,False
MARİNA ALANYA,36.560251,31.950301,Shell,False,False
ALANYA ÇEVRE YOLU.,36.556651,31.979981,Shell,True,False
ALANYA MERKEZ.,36.545488,32.02561,Shell,True,True
ALAİYE,36.507,32.0755,Shell,True,False
SANAYİ ALANYA,36.542715,32.031218,Shell,True,False
GAZIPASA HAVALİMANI,36.300519,32.284845,Shell,True,False
MERSİN YOLU GAZİPAŞA.,36.279091,32.303201,Shell,True,False
ANAMUR.,36.083469,32.854481,Shell,True,False
BOZYAZI DENİZ,36.138649,33.162881,Shell,True,False
HADİM.,36.990329,32.464637,Shell,True,False
SEYDİŞEHİR KONYA,37.404727,31.870876,Shell,True,False
YEŞİLOVACIK,36.191927,33.612916,Shell,True,False
MUT.,36.642164,33.440904,Shell,False,False
KARAMAN KONYA YOLU,37.186038,33.182523,Shell,True,False
HAMİDİYE KARAMAN.,37.18069,33.226466,Shell,True,False
SİLİFKE MERKEZ,36.375144,33.938767,Shell,True,False
NARLIKUYU,36.442707,34.109959,Shell,True,False
LİMONLU.,36.551628,34.240082,Shell,True,False
ERDEMLİ.,36.603631,34.307101,Shell,True,False
MERSİN TÖMÜK,36.652545,34.382683,Shell,True,False
KARGIPINARI,36.6763,34.4107,Shell,True,False
SOLİ MEZİTLİ.,36.735001,34.516341,Shell,False,False
MEZİTLİ.,36.740914,34.518713,Shell,False,False
MEZİTLİ BULVAR,36.744313,34.522903,Shell,True,True
FINDIKPINARI,36.756251,34.524017,Shell,True,False
34.CADDE MERSIN,36.780232,34.545906,Shell,True,True
GÖÇMENKÖY.,36.776971,34.574039,Shell,True,False
2.ÇEVRE YOLU MERSİN.,36.785152,34.57436,Shell,True,False
FORUM MERSİN,36.785344,34.578317,Shell,True,False
MERSİN 3.ÇEVREYOLU.,36.79982,34.58065,Shell,True,False
13.CADDE MERSIN,36.800398,34.58252,Shell,True,False
TOROSLAR.,36.804701,34.602241,Shell,True,False
MEHMETALİ MERSİN.,36.804921,34.616131,Shell,True,False
AKDENİZ,36.808119,34.62201,Shell,True,False
ESKİ OTOGAR MERSİN,36.812091,34.633858,Shell,True,False
MERSİN ÇIKIŞI,36.845001,34.587932,Shell,True,False
YENİ HAL MERSİN.,36.829594,34.651346,Shell,True,False
KARACAİLYAS,36.840001,34.704429,Shell,True,False
HUZURKENT.,36.881695,34.819853,Shell,False,False
NUSRAT.,36.906997,34.88241,Shell,True,False
TARSUS MERKEZ.,36.91945,34.868401,Shell,True,False
MEZARLIK KAVŞAĞI,36.93264,34.892464,Shell,True,False
BEYDEĞİRMENİ.,36.929504,34.924733,Shell,False,False
SOLAKLI.,36.806716,35.334158,Shell,True,False
YENİCE ATALAR,36.968611,35.041582,Shell,True,False
KÜÇÜKDİKİLİ.,36.994319,35.212437,Shell,True,False
ADANA HAL GİRİŞİ..,36.996691,35.246521,Shell,True,False
ADANA OTOGAR ÖNÜ.,36.996655,35.261418,Shell,True,False
DAMLAMA KUZEY.,37.136688,34.855584,Shell,True,False
DAMLAMA GÜNEY.,37.136235,34.861373,Shell,True,False
BARKAL,36.994239,35.282396,Shell,True,False
OBALAR CADDESİ,36.980766,35.318951,Shell,True,False
SEYHAN.,36.977501,35.339167,Shell,True,False
KANALÜSTÜ.,37.021968,35.254101,Shell,True,False
KİREÇOCAĞI.,37.030182,35.254223,Shell,True,False
TÜRKMENBAŞI.,37.024056,35.278037,Shell,True,False
YÜREĞİR.,36.987511,35.348771,Shell,True,False
GİRNE BULVARI,36.987683,35.352872,Shell,True,False
TOROS CADDESİ,37.005062,35.330528,Shell,True,False
KURTTEPE.,37.049941,35.269562,Shell,True,False
SAMANDAĞ.,36.080647,35.985941,Shell,True,False
ARSUZ.,36.415389,35.896992,Shell,False,False
ÇAMLIBEL,36.993783,35.390781,Shell,True,False
ZİYAPAŞA BULVARI,37.011342,35.330327,Shell,True,False
CEYHAN ÇIKIŞI ADANA.,36.978172,35.462592,Shell,True,False
İLLER BANKASI,37.032575,35.317146,Shell,True,False
KİREMİTHANE.,37.018421,35.391471,Shell,True,False
MAHFESIĞMAZ.,37.035906,35.313556,Shell,True,False
SAMANDAG YOLU.,36.186999,36.122549,Shell,True,False
DEFNE,36.2145,36.1244,Shell,True,False
ANTAKYA,36.208538,36.165533,Shell,True,False
ANTAKYA E 5.,36.245761,36.17466,Shell,True,False
ANTAKYA ÇEVREYOLU.,36.25663,36.173072,Shell,True,False
SERİNYOL.,36.339023,36.208319,Shell,False,False
KARAAĞAÇ HATAY.,36.563423,36.135122,Shell,True,False
BELEN,36.461802,36.278891,Shell,True,False
FRENKCIFTLIGI.,36.578928,36.162215,Shell,True,False
İSKENDERUN,36.582884,36.169918,Shell,True,False
KARADURMUŞLU.,36.488334,36.364614,Shell,True,False
SAYLAK YOLU.,36.613683,36.421295,Shell,True,False
MİSİS.,36.970669,35.592324,Shell,True,False
OCAKLI DÖRTYOL.,36.846972,36.221419,Shell,True,False
ŞEHİTLER BULVARI.,37.013438,35.821531,Shell,True,False
CEYHAN GAR,37.018471,35.816189,Shell,True,False
CEYHAN MERKEZ,37.028561,35.81166,Shell,True,False
ERZİN,36.97285,36.13172,Shell,True,False
AKTEPE.,36.693515,36.477216,Shell,True,False
TOPRAKKALE.,37.059113,36.116432,Shell,False,False
OSMANİYE ŞİRİNEVLER,37.061096,36.220188,Shell,True,False
OSMANİYE MERKEZ,37.076766,36.252426,Shell,True,False
OSMANİYE MEVLANA,37.095295,36.288795,Shell,True,False
İSTİKLAL CADDESİ KİLİS,36.714846,37.100952,Shell,True,False
İMAMOĞLU,37.238911,35.642052,Shell,True,False
KADİRLİ.,37.364605,36.052087,Shell,False,False
NURDAĞI,36.7675,37.2002,Shell,False,False
KİLİS YOLU,36.9474,37.3855,Shell,False,False
GAZİANTEP KARATAŞ.,37.015576,37.360237,Shell,True,False
RASAF YOLU,37.045945,37.324396,Shell,True,False
ÜNİVERSİTE BULVARI-GAZİANTEP,37.055235,37.321347,Shell,True,False
25 ARALIK,37.039089,37.379242,Shell,True,False
İBRAHİMLİ.,37.063033,37.33522,Shell,True,False
SARIGÜLLÜK.,37.067847,37.360423,Shell,False,False
YEŞİLVADİ KONUTLARI,37.03703,37.422512,Shell,True,False
ŞAHİNBEY.,37.041718,37.424652,Shell,True,False
İNCİRLİPINAR.,37.070437,37.372723,Shell,False,False
ŞEHİRGÖSTEREN,37.093933,37.327338,Shell,True,False
KAYAÖNÜ GAZİANTEP,37.079795,37.36675,Shell,True,False
İPEKYOLU,37.075171,37.375618,Shell,True,False
TEKSTİLKENT,37.056198,37.41106,Shell,True,False
GAZİANTEP ÇEVRE YOLU.,37.083796,37.360334,Shell,True,False
ŞEHİT KAMİL.,37.073136,37.395555,Shell,True,False
ŞİRİNEVLER GAZİANTEP,37.068377,37.41466,Shell,True,False
MERVEŞEHİR,37.086698,37.39781,Shell,True,False
BAŞPINAR.,37.137852,37.302122,Shell,True,False
ORGANİZE SANAYİ BAŞPINAR.,37.140071,37.300542,Shell,True,False
YIKILMAZ GAZİANTEP,37.158158,37.283808,Shell,True,False
AKTOPRAK.,37.175019,37.279381,Shell,False,False
KÜSGET SANAYİ SİTESİ.,37.083906,37.425899,Shell,True,False
BELKIS MAHALLESİ,37.097616,37.413594,Shell,True,False
BEYLERBEYİ.,37.102129,37.403129,Shell,True,False
YUNUS EMRE MAHALLESİ NİZİP,36.9968,37.7957,Shell,True,False
NİZİP.,37.010138,37.798574,Shell,False,False
DUTLU,37.009499,37.850232,Shell,True,True
NARLI.,37.383995,37.134831,Shell,True,True
OTOBAN GİRİŞİ ŞANLIURFA,37.19799,38.56103,Shell,True,False
OTOBAN ÇIKIŞI ŞANLIURFA,37.1982,38.56551,Shell,True,False
TÜRKOĞLU K.MARAŞ.,37.390313,36.851257,Shell,True,False
PAZARCIK,37.505751,37.343988,Shell,True,False
AKÇAKALE YOLU ŞANLIURFA,37.028812,38.879961,Shell,True,False
AKABE.,37.142279,38.734538,Shell,True,False
SÜLEYMANŞAH ŞANLIURFA,37.117208,38.81872,Shell,True,False
ŞANLIURFA.,37.160614,38.799358,Shell,True,False
HALİLİYE DOĞU,37.156031,38.823586,Shell,True,False
HALİLİYE BATI,37.157667,38.822679,Shell,True,False
SIRRIN.,37.162833,38.831686,Shell,True,False
KARŞIYAKA MAHALLESİ KARAKÖPRÜ,37.192018,38.795946,Shell,True,False
MEHMETÇİK-ŞANLIURFA,37.207422,38.774054,Shell,True,False
KARAKÖPRÜ ŞANLIURFA,37.211897,38.796921,Shell,True,False
GÖBEKLİTEPE ŞANLIURFA,37.159843,38.962894,Shell,True,False
HAVALİMANI YOLU - KARAKÖPRÜ,37.286694,38.795239,Shell,True,False
YENİ HAYAT,37.733295,38.212357,Shell,True,False
KIŞLA MAHALLESİ-VİRANŞEHİR,37.226594,39.743714,Shell,True,False
VIRANSEHIR MERKEZ,37.228028,39.773862,Shell,True,False
HİLVAN.,37.593022,38.971693,Shell,True,False
ADIYAMAN.,37.763268,38.279771,Shell,True,False
GAP ADIYAMAN.,37.763795,38.274943,Shell,True,False
KIZILTEPE GİRİŞİ,37.19136,40.513634,Shell,True,False
SİVEREK.,37.729528,39.296447,Shell,True,False
KIZILTEPE,37.22361,40.62486,Shell,True,False
NEMRUT,37.79881,38.61207,Shell,True,False
İSTASYON MARDİN,37.292671,40.711543,Shell,True,False
DİYARBAKIR ÇIKIŞI-MARDİN,37.336307,40.694131,Shell,True,False
ESKİ MARDİN,37.319902,40.730771,Shell,True,False
MARDİN.,37.316108,40.754959,Shell,True,False
ÖMERLİ YOLU.,37.337305,40.784975,Shell,True,False
ESKİYOL MAHALLESİ NUSAYBİN,37.102648,41.117856,Shell,True,False
BATI KARAKOÇ,37.809422,40.236221,Shell,True,False
ŞANLIURFA GİRİŞİ DİYARBAKIR,37.889347,40.003635,Shell,True,False
ŞANLIURFA ÇIKIŞI DİYARBAKIR,37.891138,40.007204,Shell,True,False
DİCLE MAHALLESI,37.869566,40.221231,Shell,True,False
DİYARBAKIR.,37.918501,40.139381,Shell,True,False
DIYARBAKIR HAVALIMANI..,37.91709,40.18311,Shell,True,False
SUR DİYARBAKIR,37.910325,40.226539,Shell,True,False
İSTASYON CAD.DİYARBAKIR.,37.911489,40.223503,Shell,True,False
DİYARBAKIR ÇEVRE YOLU.,37.918293,40.200283,Shell,True,False
FIRAT BULVARI.,37.933754,40.156085,Shell,True,False
KARACADAĞ CADDESİ,37.926698,40.189398,Shell,True,False
KAYAPINAR CADDESİ,37.938142,40.171306,Shell,True,False
ZİYA GÖKALP BULVARI.,37.934011,40.210985,Shell,True,False
SEYRANTEPE DIYARBAKIR,37.93594,40.208022,Shell,True,False
75. CADDE,37.94818,40.1584,Shell,False,False
FORUM DİYARBAKIR,37.955742,40.188641,Shell,True,False
ELAZIĞ YOLU DIYARBAKIR.,37.976914,40.159254,Shell,True,False
DİYARBAKIR ELAZIĞ YOLU.,37.979313,40.153109,Shell,True,False
MIDYAT..,37.421225,41.349894,Shell,True,False
BİSMİL.,37.845289,40.702798,Shell,True,False
SİLVAN YOLU DİYARBAKIR,37.9879,40.3722,Shell,False,False
BATMAN.,37.892406,41.12994,Shell,False,False
RAMAN BATMAN,37.881775,41.165596,Shell,True,False
DİYARBAKIR YOLU BATMAN,37.907013,41.118591,Shell,True,False
NUSAYBİN ÇIKIŞI CİZRE,37.312443,42.192009,Shell,False,False
PETROLKENT BATMAN,37.917826,41.142516,Shell,True,False
ŞIRNAK MERKEZ,37.503498,42.41835,Shell,True,False
SİİRT.,37.940897,41.916453,Shell,True,False
KOZLUK,38.168011,41.481395,Shell,True,False
HAKKARİ MERKEZ,37.559254,43.752764,Shell,False,False
TATVAN,38.507123,42.226975,Shell,True,False
AYDINLAR MAH TATVAN,38.512295,42.277619,Shell,True,False
ERGANİ.,38.272217,39.750934,Shell,True,False
MUŞ HAVALİMANI,38.734936,41.555605,Shell,True,False
MUŞ.,38.74918,41.503163,Shell,True,False
HAKKARİ YÜKSEKOVA,37.576392,44.193141,Shell,False,False
VAN İPEKYOLU,38.42987,43.304855,Shell,True,False
VAN HAVAALANI.,38.468751,43.348133,Shell,True,False
EDREMİT ÇIKIŞI VAN,38.483293,43.362062,Shell,True,False
CUMHURİYET VAN,38.482931,43.390639,Shell,False,False
VAN.,38.501463,43.373469,Shell,False,False
İSKELE CADDESİ,38.505968,43.386659,Shell,True,False
TUŞBA,38.520301,43.363578,Shell,True,False
VAN ÜNİVERSİTE,38.555976,43.316557,Shell,True,False
ERCİŞ,39.022092,43.374691,Shell,True,False
AĞRI DOĞUBEYAZIT,39.556822,44.083309,Shell,True,False
AĞRI SANAYİ,39.7138,43.0247,Shell,True,False
AĞRI MERKEZ,39.71871,43.033642,Shell,True,False
AĞRI GİRİŞİ,39.723989,42.982205,Shell,True,False
IĞDIR MERKEZ,39.936323,44.071615,Shell,True,False
KARS HAVALİMANI,40.574684,43.106893,Shell,True,False
KARS SUKAPI,40.602221,43.087664,Shell,True,False
KARS MERKEZ,40.610114,43.09828,Shell,True,False
DAVUTLAR ÇIKIŞI.,37.739361,27.294317,Shell,True,False
SÖKE YENİKENT,37.7617,27.381776,Shell,True,False
SÖKE.,37.750489,27.415597,Shell,False,False
DEMİRKÖPRÜ AYDIN.,37.809451,27.281644,Shell,True,False
DEMİRKÖPRÜ DOĞU.,37.812881,27.279639,Shell,False,False
KUŞADASI MERKEZ,37.819886,27.267124,Shell,True,False
KUŞTUR.,37.8919,27.273349,Shell,False,False
SAZLIKÖY,37.798837,27.470064,Shell,True,False
KOÇARLI.,37.765512,27.708626,Shell,False,False
ORTAKLAR.,37.886902,27.494003,Shell,True,False
ALTINOVA,37.690892,27.991944,Shell,True,False
MERKEZ DENİZLİ.,37.788198,29.087477,Shell,True,False
DOKUZ KAVAKLAR.,37.795711,29.103761,Shell,False,False
ÇAKMAK DENİZLİ.,37.800525,29.022009,Shell,True,False
GÜMÜŞLER.,37.807487,29.069591,Shell,False,False
YENİ SAFAK,37.810156,29.034431,Shell,True,False
DENIZLI PINARKENT..,37.805069,29.212898,Shell,True,False
ANKARA YOLU DENİZLİ,37.812068,29.149222,Shell,True,False
BUCAK,37.430506,30.553108,Shell,True,False
BUCAK DAĞARCIK.,37.514242,30.53398,Shell,True,False
ÇELTİKÇİ BURDUR,37.527619,30.500686,Shell,True,False
BEYŞEHİR KONYA.,37.698681,31.728882,Shell,True,False
BAYINDIR KONYA,37.718106,31.756837,Shell,True,True
KAŞINHAN.,37.692481,32.579811,Shell,True,False
ÇOMAKLI KONYA,37.737895,32.549222,Shell,True,False
BAŞAK,37.855498,32.640666,Shell,True,False
TATLICAK KONYA,37.853853,32.665992,Shell,True,False
MEÇHULASKER.,37.870663,32.477512,Shell,True,False
YAKA.,37.879371,32.431281,Shell,True,False
KULE SİTE,37.890518,32.492006,Shell,True,False
KONYA ÇEVREYOLU DOĞU.,37.896851,32.536921,Shell,False,False
KONYA ÇEVREYOLU BATI.,37.897941,32.537551,Shell,False,False
BEDİR KONYA.,37.900166,32.489625,Shell,True,False
KONYA ANKARA YOLU,37.907495,32.51485,Shell,True,False
KARAPINAR.,37.713484,33.425391,Shell,True,False
DİKİLİTAŞ.,37.921723,32.507896,Shell,True,False
KONYA İSTANBUL YOLU.,37.934099,32.511213,Shell,True,True
KONYA EREĞLİ MERKEZ,37.516831,34.040871,Shell,True,False
ORHANGAZİ EREĞLİ.,37.526557,34.049174,Shell,False,False
POZANTI.,37.433366,34.876309,Shell,True,True
ADANA ÇIKIŞI KOZAN,37.427917,35.789441,Shell,True,False
KOZAN MERKEZ.,37.447126,35.8212,Shell,True,False
KOZAN CEVRE YOLU.,37.464126,35.807008,Shell,True,False
K.MARAŞ SANAYİ.,37.56424,36.951342,Shell,False,False
POLİS LOJMANLARI KAHRAMANMARAŞ.,37.563931,36.936526,Shell,False,False
KAHRAMANMARAŞ.,37.567696,36.927665,Shell,True,False
BİNEVLER KAHRAMANMARAŞ.,37.593139,36.857731,Shell,True,False
GÖLBAŞI ADIYAMAN ÇIKIŞI,37.77846,37.628011,Shell,True,False
GÖLBAŞI ADIYAMAN.,37.784171,37.643191,Shell,False,False
