istasyon_adi,lat,lon,brand,has_lpg,has_charge
Özbabacan Uluslararası Nakliyat Aka San. ve Tic. LTD. ŞTİ.,38.737932,35.349762,Aytemiz,True,False
Tekpet Tarım Hayvancılık Akaryakıt Emlak İnş. Gıda San.ve Tic. Ltd.Şti,38.931789,35.067758,Aytemiz,True,True
Arvasi Loj. Pet. Ür. İnş. Gıd. Oto. San. Tic. Ltd. Şti.,38.792541,35.452303,Aytemiz,True,False
RTE Kağan Tur. İnş. Ener. Gıd. Tar. Ha San. Ve Tic. Ltd. Şti.,38.696718,35.537448,Aytemiz,True,False
Evra Akaryakıt Sanayi ve Tic. Ltd. Şti.,38.747988,35.367506,Aytemiz,True,False
Lodos-4 Yatırım Ener. İnş. Tah Akar. Gıd. Nak. Anonim Şirketi,38.917172,35.091124,Aytemiz,True,False
Osman Kutay Timuçin Petrol Ürn.Oto.Nak.San.Tic.Ltd.Şti.,38.693873,35.432179,Aytemiz,True,False
Şekerpınar Petrol Ürünleri Nak Gıd. İnş.Taah.Oto.Tar.Hayv.San,38.893815,36.460724,Aytemiz,True,False
Karacahan Turizm Petrol Maden. İnş.San.Tic.Ltd.Şti,38.69564,35.133959,Aytemiz,True,False
Üç Yıldız Kard.Un San.Ve Pet.Ltd.Şt,39.840144,33.525341,Aytemiz,True,False
Onaypet Akaryakıt Otomotiv Nakliye Sanayi ve Tic. Ltd. Şti.,39.888382,34.020173,Aytemiz,True,False
Merense Enerji -4 Tic.San.Ltd.Şti,39.941306,33.796037,Aytemiz,True,False
Yay Gruop Petrol -2 Nak.İnş.Turz.Gıd.İml.İth.İhr.,39.789437,33.487465,Aytemiz,True,False
Yıldızlar Can Petrol Ürn.İth.İhr.Turz.San.Tic.Ltd.Ş,39.8607,33.4806,Aytemiz,True,False
Över İnşaat (2-Lüleburgaz )  PETROL VE DIŞ TİCARET LİMİTED ŞİRK,41.343407,27.45084,Aytemiz,True,False
S.S. Trakya Motorlu Taşıyıcılar Kooperatifleri Birliği,41.464195,27.02984,Aytemiz,True,False
Çandır Petrol Nakliyat Ve Limited Şirketi,41.628602,27.511352,Aytemiz,True,False
Assa Petrol Ürünleri Nakliye Tur.San.Tic.Ltd.Şti.,41.4056,27.2905,Aytemiz,False,False
GGG Petrolleri - 9 San.Tic.A.Ş.,41.72769,27.21809,Aytemiz,True,False
Osman Kamuran Hızlı -Salih Hızlı,41.558876,27.795753,Aytemiz,True,False
İsmail Dağcı Akaryakıt İnş.San.Tic.Ltd.Şti,41.483276,27.40171,Aytemiz,True,False
Güler Cam Ve Petrol Ürünleri Paz.Tic.San.Ltd.Şti.,41.3686,27.4103,Aytemiz,True,False
Yücesan Petrol Ürünleri Otomotiv İşletmecilik ve Ticaret Ltd.Şti.,39.066457,34.371311,Aytemiz,True,True
Asım Atalay Tarım Ürün. Gübre Akar. Sarraf Nakliye San. Ve Tic. Ltd. Ş,39.421804,33.980655,Aytemiz,True,False
Kılıçarslan Tic.Paz.Ltd.Şti.,40.785739,29.620539,Aytemiz,False,False
Çağlayan Akaryakıt Altyapı İnşaat Nakliyat Sanayi ve Ticaret Limited,40.779151,29.685369,Aytemiz,False,False
Eyüboğlu (2 Gebze) Akar. İnş. San.Ve Tic.Ltd.Şti.,40.795195,29.435923,Aytemiz,False,False
Cicioğlu Petrol Ürün.Otomotiv Gıda Tarım Ürün.Hayvancılık Tur.Makina,41.038896,30.115887,Aytemiz,True,False
Şanal Petrol Ve Otomotiv San. Ürünleri Pazarlama A.Ş.,40.76138,29.785413,Aytemiz,False,False
Başiskele Akaryakıt ( 2 Başiskele ) İnş.Enj.Oto.Nak. san.ve ltd.şti,40.711274,29.92372,Aytemiz,True,False
Gençerler Gaym. İnş.Taah.Müh.Emlak Enerji Ve Petrol Ürün.Paz.SanTic.Lt,40.705828,29.872377,Aytemiz,True,True
Mutlukent Akaryakıt İnşaat Lojistik Ticaret Limited Şirketi,40.819896,29.415041,Aytemiz,True,False
Eşme Akaryakıt Nakliyat Gıda Ltd. S,40.731966,30.191808,Aytemiz,True,True
Gebzeoil Akaryakıt Nakliye İnşaat Anonim Şirketi,40.813558,29.431813,Aytemiz,False,False
Haliloğlu Petrol Ürünleri Pazarlama Sanayi ve Ticaret Ltd. Şti.,40.724589,29.987822,Aytemiz,False,False
Snn Petrol Ürünleri Hafriyat Gıda N İnş. San. ve Tic. Ltd. Şti.,40.739315,30.051508,Aytemiz,True,False
Mutlukent-2 Akaryakıt İnş. Loj. Gıd Tic. Ltd. Şti.,40.803071,29.527586,Aytemiz,True,False
Arf Akaryakıt Nakliye Sanayi Ve Tic Ltd.Şti.,40.803977,29.464122,Aytemiz,True,False
42 Evler Petrol Anonim Şirketi,40.760774,29.957935,Aytemiz,True,False
Mikdat Dabak Akar. Trz. Oto. San. Ve Tic. Ltd. Şti.,40.7618,29.9267,Aytemiz,False,False
Kavil Turizm Petrol İnşaat San Ve Ticaret Anonim Şirketi,40.6905,29.6054,Aytemiz,True,False
Mutlukent-3 Akaryakıt İnş. Loj Gıd. Tic. Ltd. Şti.,40.8007,29.3879,Aytemiz,True,False
İskele Petrol Lojistik Kuyumcu Sanayi Ticaret Limited Şirketi,40.70748,29.877574,Aytemiz,False,False
Arı Denizcilik Petrol Oto Tur. İnş. Gıda San.veTic. Ltd. Şti,40.7751,29.5556,Aytemiz,False,False
Aytemiz (İzmit) Petrolcülük Tic. Ltd. Şti,40.784502,29.928442,Aytemiz,True,False
Erdoğanlar Sosyal HizmetOtogaz Pet. Akr.İnş.San.Tic.Ltd.Şti.,40.7882,29.533,Aytemiz,False,False
10 Nolu Akar. İnş. Taah. Tic. Ve Sanayi Anonim Şirketi,40.7725,29.7549,Aytemiz,False,False
Mutlukent-4 Akaryakıt İnş. Loj Gıda Ticaret Limited Şirketi,40.747614,29.971191,Aytemiz,True,False
Şenel Petrol Ürün.İnş.Tesisat Sanayi Ve Ticaret Ltd.Şti.,40.750074,30.042311,Aytemiz,True,False
Ayyüz Akaryakıt İnş.Gıda San. Ve Ticaret Limited Şirketi,40.757708,29.803842,Aytemiz,True,False
Hakiki Petrol Ltd.Şti.,37.864882,32.500713,Aytemiz,True,False
Hisar (2 Akşehir) Taş.Akar. Tesis İşlt.Ve Oto San.Tic.Ltd.Şti.,38.35361,31.447085,Aytemiz,True,False
Oflaz (1 Kadınhanı) Pet.Mimar.Müh. San.Tic.Ltd.Şti.,38.239061,32.236724,Aytemiz,True,False
Zeki Sayıcı Petrol San.Tic.Ltd.Şti.,37.572143,32.77976,Aytemiz,True,False
Avcan-Pa (1 Selçuklu) Petrol Çay İşlet.Ltd.Şti.,37.927767,32.521341,Aytemiz,True,False
Avcan-Pa (3 Selçuklu) Petrol Çay İşlet.Gıda Mad.San. ve Tic. Ltd.Şti,37.95044,32.523908,Aytemiz,True,False
Avcan-Pa (5 Meram) Petrol Çay İşlet.Gıda Mad.San. ve Tic. Ltd,37.859646,32.477226,Aytemiz,True,False
Ön-tur Turizm Nakliyat veTicaret Lt,37.91695,32.520366,Aytemiz,True,False
Koçlar Petrol Ürünleri San.ve Tic. Ltd.Şti.,38.281711,31.909883,Aytemiz,True,False
Emin Ercanlar Oto.Pet.Ür.Maden.Turz Tük.Malları San.Ve Tic.Ltd.Şti.,38.288948,31.909579,Aytemiz,True,False
Gürbilek (1) Petrol Ürünleri Pazarl Ltd.Şti.,37.591916,32.645504,Aytemiz,True,False
Avcan-Pa (7 Karatay) Petrol Çay İşlet.Gıda Mad.San. ve Tic. Ltd,37.930503,32.554499,Aytemiz,True,False
Gürbilek (2) Petrol Ürünleri Pazarl Ltd.Şti.,38.139144,33.171143,Aytemiz,True,False
Avcan-Pa (8 Sarayönü) Petrol Çay İşl. Gıda.Mad.San.Tic.Ltd.Şti.,38.211995,32.31689,Aytemiz,True,False
Zişan Nakliyat Petrol Gıda İnşaat S Ve Ticaret Limited Şirketi,37.809018,32.430762,Aytemiz,True,False
Aytemiz (Konya) Petrolcülük Ticaret Ltd. Şti.,37.902701,32.494813,Aytemiz,True,False
Avcan-Pa (9 Selçuklu) Petrol Çay İşL.Gıda Mad. San.Ve Tic.Ltd.Şt,38.009494,32.526402,Aytemiz,True,False
Koyuncular Petrol Ürünleri Sanayi Ve Ticaret Limited Şirketi,38.91866,32.079004,Aytemiz,True,False
Avcan-Pa (11 Selçuklu) Petrol Çay İşl.Gıda Mad.San.Ve Tic.Ltd.Şti,37.895411,32.50217,Aytemiz,True,False
Poçan (Tatlıcak) Petrol Ticaret Limited Şirketi -1,37.861156,32.608736,Aytemiz,True,False
Erol Ceviz Petrol Ürünleri Gıda İnş Nak.Taş.Tar.Ürn.San. Ve Tic.Ltd.Şt,37.697699,31.726719,Aytemiz,True,False
Buğdaylar Petrol İnş. Nak.Tur.Tar.Ü Aletleri San. Tic.Ltd.Şti,37.563618,32.842641,Aytemiz,True,False
Erol Ceviz-2 Petrol Ürünleri Gıda İ Oto.Nak.Taş.Tar.Ürn.San Ve Tic.Ltd,37.623891,31.593981,Aytemiz,True,False
Murat Buğday Petrolleri Ticaret Lim Şirketi,37.563217,32.793639,Aytemiz,True,False
Canlı Grup Petrol Tarım Sanayi Ve T Ltd.Şti.,37.968998,32.516461,Aytemiz,True,False
Sağlık Enerji Ticaret Ve Sanayi Ano Şirketi,37.714154,33.540683,Aytemiz,True,False
Envoy Metal Dış Ticaret Limited Şirketi,38.431563,32.154177,Aytemiz,True,False
Öztoklu Akaryakıt Tesis İşletmecili Taşımacılık ve İnşaat San.Tic.Ltd.,38.156448,31.668134,Aytemiz,True,False
Estaşkıran Petrol Nakliyat Oto San.Tic.Ltd.Şti.,37.629973,34.297782,Aytemiz,True,False
İvriz Petrol Ürünleri Ticaret Tic.San.Ltd.Şti.,37.501249,34.067885,Aytemiz,True,False
Saraçoğlu Yatırım İnşaat Limited Şirketi,37.90174,32.519796,Aytemiz,True,False
Avcan-Pa Petrol 12 İşl.Gıd.Mad.San.Tic.Ltd.Şti.,37.680737,31.736316,Aytemiz,True,False
Emin Ercanlar-2 Otomotiv Petrol Ürn.Madn.Turz.Day.Tük.Mal.San.,38.287705,31.925411,Aytemiz,False,False
Sami Şahin Motorlu Taşıtlar Petrol Ürn.Nak.San.Tic.A.Ş,38.0252,32.6334,Aytemiz,True,False
Merense Enerji -5 Tic.San.Ltd.Şti,38.0002,32.5778,Aytemiz,True,False
Han Global Pet. İnş. Mar. Oto. Tar. Gıd. Nak. San Tic A.Ş.,37.835376,32.522688,Aytemiz,True,False
S.Özüdoğru Petrol Ürn.Tar.Madn Nak.Gıd.San.Tic.Ltd.Şti.,39.0157,31.7918,Aytemiz,True,False
Yakacık Akaryakıt-3 Nak.İnş. Gıda San. Tic. Ltd. Şti.,37.873053,32.499752,Aytemiz,True,False
Yakacık Akaryakıt-2 Nak.İnş. Gıda San. Tic. Ltd. Şti.,37.883389,32.498762,Aytemiz,True,False
Yakacık Akaryakıt-1 Nak. İnş. Gıda San. Tic. Ltd. Şti.,39.102732,33.080231,Aytemiz,False,False
Güvenal Nakliyat Petrol -2 Ürn.Tüp.İml.San.Tic.A.Ş.,37.6948,31.7164,Aytemiz,True,False
Sedef Akaryakıt -2 Ürn.San.Tic.Ltd.Şti,39.181679,33.128539,Aytemiz,True,False
Kristal Gaz-İş -2 Oto.Taş.Tic.San.Ltd.Şti,37.754333,32.54175,Aytemiz,True,False
Güvenal Nakliyat Petrol -3 Ürn.Tüp.İml.San.Tic.A.Ş.,37.47218,31.824341,Aytemiz,True,False
GGG Petrolleri - 5 San.Tic.A.Ş.,37.847769,32.711014,Aytemiz,True,False
Sedef Akaryakıt -3 Ürn.San.Tic.Ltd.Şti,37.4177,31.8659,Aytemiz,True,False
Ereğli Otogaz Petrol ve Nak. San. Tic. Ltd. Şti.,37.5275,34.0644,Aytemiz,True,False
Çam Kardeşler Akaryakıt Gıd.İnş.Turz.San.Tic.Ltd.Şti.,37.1865,32.2311,Aytemiz,True,False
ALY Petrol Otomotiv ve Nak. San.Tic.Ltd.Şti,37.865852,32.458851,Aytemiz,False,False
Zekeriya Akbudak (1 Çavdarhisar),39.196984,29.617804,Aytemiz,True,False
Aytemiz (Kütahya) Petrolcülük Tic.Ltd.Şti,39.426114,29.990322,Aytemiz,True,False
Nergiz Yalçın,39.437643,29.955231,Aytemiz,True,False
Elfa Elvan-Faruk Pet.Zir.Güb. Tar. İlaç Gıd Mad.İnş.Mad.Elek,39.390745,30.118641,Aytemiz,True,False
Merense Enerji -3 Tic.San. Limited Şirketi,39.537675,29.494843,Aytemiz,True,False
Mavi Ada Petrol Ürn. Nak.İnş. Sanayi Ve Ltd. Şti.,39.641962,30.153779,Aytemiz,True,False
Sarıcıoğlu Petrol Ürün. Tic.Ltd.Şti,38.337903,38.243705,Aytemiz,True,False
GGG Otomotiv-3 Taş.San.Tic.Ltd.Şti.,38.3822,38.273,Aytemiz,True,False
GGG Otomotiv-4 Taş.San.Tic.Ltd.Şti.,38.330492,38.275299,Aytemiz,True,False
GGG Otomotiv-6 Taşımacılık San Ve Ticaret Anonim Şirketi,38.337394,38.243896,Aytemiz,True,False
Alpet Alkent Petrol Ve Turistik-1 Tesisleri Limited Şirketi,38.494,28.1789,Aytemiz,True,False
Osman Gündoğan - Garaj Petrol,39.179941,27.638128,Aytemiz,True,False
Öz Ziyaretli Akaryakıt Turizm Otomo Nakliye Seracılık Hayv.Gıda İnş.Ta,38.769222,27.655754,Aytemiz,True,False
Hisar Zeytincilik Gıda Malları San. Tic.Ve Pazarlama Ltd.Şti.,38.943276,27.83177,Aytemiz,True,False
Ercoş Enerji Otomotiv Ve Otomotiv Ürünleri Lojistik Ticaret A.Ş.,38.556453,27.56442,Aytemiz,True,True
Demirkol Petrol Sanayi Ve Ticaret Limited Şirketi,38.768713,27.656406,Aytemiz,True,False
Muzafferoğulları-2 Akr. İnş. Gıda. Nak. San. Ve Tic. Ltd. Şti.,38.484412,27.822854,Aytemiz,True,False
Reşitoğulları Akr. İle. Tem. Hiz. Tic. Ltd. Şti,38.498781,27.866457,Aytemiz,True,False
Hayrullah Okan Baykal,38.755706,27.550321,Aytemiz,False,False
Çınarlı Barış Pet.Geri Dönüşm Tar.Hayv.Tur.Gıd.Tem.Oto.Taş.S,38.5235,27.590861,Aytemiz,True,False
Tekinler Petrolcülük Sanayi Ve Ticaret Limited Şirketi,39.16889,27.844237,Aytemiz,True,False
Barmanlar Müh.İnş.Taah.İnş Mlz Nak.Sağ.Hiz.Hay.İth.İhr.Tic.Lt,38.4952,27.7319,Aytemiz,True,False
Alpet Alkent-2 Petrol Ve Turistik Tesisleri Limited Şirketi,38.4877,28.1469,Aytemiz,False,False
Alpet Alkent-3  Petrol Ve Turistik Tesisleri Limited Şirketi,38.4971,28.0225,Aytemiz,True,False
Tekinler Petrolcülük-2 Sanayi Ve Ticaret Limited Şirketi,38.896552,27.788324,Aytemiz,True,False
Çalı ve Zeybek Petrol Ürünleri San.Ve Ticaret Limited Şirketi,39.0361,28.6543,Aytemiz,True,False
Hasanoğlu Taş.Turizm Petrol İnş. San. Tic. Limited Şirketi,39.168891,27.844237,Aytemiz,True,False
Marpet Taş.Tur.İnş.Pet.Sig.San.ve T Ltd. Şti.,37.325092,40.747318,Aytemiz,True,False
Erdem Petrolcülük Tarım Sanayi ve T Limited Şirketi,37.1973,40.2638,Aytemiz,True,False
Aktaş Akaryakıt İnşaat Gıda Turizm Sanayi ve Ticaret Ltd. Şiti.,37.433653,41.329474,Aytemiz,True,False
Reşitoğulları-2 Akar. İle. Tem Hiz.Tar.Hay.Gıda Tic. Ltd. Şti,37.194143,40.591135,Aytemiz,True,False
Siremşah Petrol İnş. Madencilk Tur.Gıda San. Ve Tic.Ltd.Şti,37.407789,41.342927,Aytemiz,True,False
Aydın Petrol Kol.Şti-Mehmet Gürsel,36.686061,33.408803,Aytemiz,True,False
Sur Pet Petrol Nakliyat Gıda İnşaat Sanayi Ve Ticaret Ltd.Şti.,36.829297,34.642414,Aytemiz,True,False
Kaplan Petrol Otomotiv Nak.İnş. Sanayi Ve Ticaret Limited Şirketi,36.941767,34.855598,Aytemiz,True,False
Sınırlı Sorumlu Silifke Nakliyecile Motorlu Taşıyıcılar Kooperatifi,36.350412,33.932102,Aytemiz,False,False
Akdemirler Petrol Nakliyat Otomotiv Gıda Pazarlama Sanayi ve TicaretLt,36.964015,34.944995,Aytemiz,False,False
Özpet (1 Anamur) Petrol Denz.Nak.İn Gıda Turz. San. ve Tic.Ltd.Şti,36.068772,32.832778,Aytemiz,True,False
Özpet (2 Tarsus) Petrol Denz. Nak.İ Gıda Turz. San. ve Tic.Ltd.Şti,36.91965,34.906693,Aytemiz,True,False
Özpet (3 Merkez) Petrol Denz.Nak.İn Gıda Turz. San. ve Tic.Ltd.Şti,36.83541,34.638002,Aytemiz,True,False
Özpet (4 Erdemli) Petrol Denz.Nak.İ Gıda Turz. San. ve Tic.Ltd.Şti,36.606996,34.290478,Aytemiz,True,False
Özpet (5 Merkez) Petrol Denz. Nak.İ Gıda Turizm San. Ve Tic. Ltd. Şti.,36.840447,34.707336,Aytemiz,True,False
Kuyuluk Petrol Taşımacılık İnşaat S ve Ticaret Limited Şirketi,36.757371,34.513144,Aytemiz,True,False
Özpet (6 Karaduvar) Petrol Denizcil Nak.İnş.Gıda Turizm San.veTic. Ltd,36.808234,34.692991,Aytemiz,False,False
Kocapınar Petrol Ürünleri Gıda Nakl. İnş. Oto. San. ve Tic.,36.863408,34.673082,Aytemiz,False,False
Kanaroğlu Grup Akaryakıt Tic. Ve Limited Şirketi,36.786593,34.605164,Aytemiz,True,False
Erkan Kollektif Şirketi Kemal Ali Erkan Halefleri,36.886005,34.829621,Aytemiz,False,False
Alata Akar. Ürn. Oto. Nak. İnş Gıd.Tic. San.Ltd.Şti.,36.611876,34.319972,Aytemiz,True,False
GGG Petrolleri-8 Sanayi Ve Tic Anonim Şirketi,36.3933,34.0518,Aytemiz,True,False
Tosun Grup (1 Fethiye) Petrol İnş.Ltd.Şti.,36.656844,29.160919,Aytemiz,True,False
Tosun Grup (2 Fethiye) Petrol İnş.Ltd.Şti.,36.656708,29.15888,Aytemiz,True,False
Yükselpet (1 Milas) Petrol Ürünleri İnş.Taah. Tarım Ürün. Ticaret Ltd.,37.279142,27.788431,Aytemiz,False,False
Yükselpet (2 Milas) Petrol Ürünleri İnş.Taah.Tarım Ürün. Ticaret Ltd.,37.19582,27.626099,Aytemiz,True,False
Çerçiler Petrol Tur.Tic.İnş.San.İth İhr.Ltd.Şti,37.276134,28.199096,Aytemiz,True,False
Aytemiz (Marmaris) Petrolcülük Tica Limited Şirketi,36.862171,28.27206,Aytemiz,True,False
Aytemiz (Bodrum) Petrolcülük Tic.Ltd.Şti.,37.0267,27.2877,Aytemiz,True,False
Hüdaverdi Gıda Tar.Paz.Tic.Tur Emlak İnş.San.İth.veİhr.Ltd.Şt,36.9847,28.6131,Aytemiz,True,False
Hüdaverdi -2 GıdaTar.Paz.Tic.Tur Emlak İnş.San.İth.veİhr.Ltd.Şt,36.974023,28.693692,Aytemiz,True,False
Hüdaverdi -3 GıdaTar.Paz.Tic.Tur Emlak İnş.San.İth.veİhr.Ltd.Şt,36.850234,28.731731,Aytemiz,True,False
Rokay Aky.İnş.Nak.Tur.Gıd.Mad. Org.San.Tic.İth.İhr.Ltd.Şti.,36.7686,28.8009,Aytemiz,True,False
Eroğlu Kardeşler Pet. Ürün.San.Ltd.,38.746953,41.511771,Aytemiz,True,False
Tanpet Akaryakıt İnş. Tur. Nak Gıd. San. Dış Tic. Ltd. Şti,38.671701,41.729714,Aytemiz,True,False
Sungu Petrol İnşaat Nakliyat Ticaret İth. İhracat Ltd. Şti.,38.72984,41.583251,Aytemiz,True,False
Muş Süphan Dağı Petrol İnş. Tur. Ltd. Şti.,38.891701,41.366594,Aytemiz,True,False
Mıhcılar Otomotiv Pet.Ürün.Tic.Ltd.,38.61454,34.696995,Aytemiz,True,True
Ertaş Petrol San.Ve Tic.Ltd.Şti.,38.56733,34.701624,Aytemiz,True,True
Acerler Enerji Geri Dönüşüm İnşaat Madencilik Akaryakıt Plastik San.Ti,38.673131,34.754578,Aytemiz,True,False
Mıhcılar (2)  Otomotiv Petrol Ürünl Lastik Sanayi Ve Ticaret Limited Ş,38.630666,34.725677,Aytemiz,True,False
Serpet Akaryakıt Madencilik Yapı El Nakliyat Pazarlama San.Ve Tic.Ltd.,38.555664,34.740652,Aytemiz,False,False
Karaaslanlar Tarı. Eml. Kuyumc. Pet İnş. Met. Turz. Oto. Day. Tük. Mal,38.545509,34.490772,Aytemiz,True,False
Toy Yıldız Eğitim Öğretim Turz Tic.İşl.Ltd.Şti,38.646228,34.91102,Aytemiz,True,False
Azimli Ticaret Petrol -2 Ürn.Gıd.San.Tic.A.Ş.,38.633122,34.863022,Aytemiz,True,False
Azimli Ticaret Petrol -3 Ürn.Gıd.San.Tic.A.Ş.,38.5901,34.6698,Aytemiz,True,False
Azimli Ticaret Petrol -4 Ürn.Gıd.San.Tic.A.Ş.,38.57595,34.821145,Aytemiz,True,False
Öztürkler Gübre Petrol San. ve Tic. Ltd.Şti.,37.871281,34.553786,Aytemiz,True,False
Niğ Taş Anonim Şirketi,37.990632,34.727265,Aytemiz,True,False
Azimli Ticaret Petrol Ürünleri Gıda Ve Sanayi Ltd.Şti.,37.60063,34.407358,Aytemiz,False,False
Özmenler ZiraatÜrünleri Petrol San.Tic.Ltd.Şti.,38.152035,34.906801,Aytemiz,True,False
GGG Petrolleri - 4 San.Tic.A.Ş.,37.936574,34.609417,Aytemiz,True,False
Aybarlar Petrol Otogaz Çiçek. Nak.Gıd.Tic.Ltd.Şti.,37.959459,34.678254,Aytemiz,True,False
Uğur Nakliyat Ve Petrol Ürün. Ltd.Ş,41.143715,37.219666,Aytemiz,True,False
Özler Dizel Servis Hizm.Oto Nakliya Gıda İnş.Tic.San.Ltd.Şti.,40.975922,37.988467,Aytemiz,True,False
Vasab İnşaat San. Ve Tic Ltd.Şti,41.08454,37.415429,Aytemiz,True,False
Eren Demir Yapı İnş.Malz.Gıda Mad.N İth.İhr.Petrol ve Tar.Ürün.Tic. Sa,41.025135,37.479842,Aytemiz,True,False
Birol Usta Petrol Ürünleri Tic.Ltd.,41.033107,37.498546,Aytemiz,False,False
Poyraz Petrol Turizm Gıda İnş.Taah. Nak.Tic.Ve San.Ve Ltd.Şti,40.9319,37.8642,Aytemiz,True,False
Öz Yaşar Petrol Oto.Tar.Ür.San. ve Ltd.Şti,41.003531,37.512182,Aytemiz,True,False
Kanioğlu İnşaat Gıda Nakliye Sanayi Ticaret Limited Şirketi,40.957106,37.897459,Aytemiz,True,False
Lotus Orman Ürü. Nak. Tic. San Ve Paz. Ano. Şirketi,40.977901,37.945202,Aytemiz,True,False
Fatma Tahmaz,41.112096,37.327787,Aytemiz,True,False
Hamarat Petrol Ürünleri Maden. Gıd.Topl.Taş.Nak.İnş.Hafr.Tic.,41.0733,37.1997,Aytemiz,True,False
Yaramanoğulları Akaryakıt İnş. Nak.Gıd.San.Tic.Ltd.Şti.,41.019155,37.833227,Aytemiz,True,False
Düziçi Hilal Petrol Ürünleri Otomot Sanayi Ve Ticaret Limited Şirketi,37.230362,36.439564,Aytemiz,True,False
Kadirli Petrol Enerji Otomotiv İnşa Gıda Tarım Nak.San.Tic.Paz.Ltd.Şti,37.365024,36.067166,Aytemiz,True,False
Onur Elkt. Telekomin. Tur. Nak Gıda. San. ve Tic. Ltd. Şti.,37.1974,36.4287,Aytemiz,True,False
Nacar Akaryakıt Ltd.Şti.,37.36391,36.080218,Aytemiz,True,False
GGG Otomotiv-5 Taş.San.Tic.Ltd.Şti.,37.092214,36.24975,Aytemiz,True,False
Sağlık Enerji-3 Tic. ve San. A.Ş.,37.061427,36.196738,Aytemiz,True,False
Toprakkale Petrol Sanayi ve Ticaret Limited Şirketi,37.070035,36.140106,Aytemiz,True,False
Mete Petrolcülük Tic. ve San. A.Ş.,37.343895,36.074928,Aytemiz,True,False
Şenol Ekşi,40.775618,40.561028,Aytemiz,False,False
Tem Petrol Ürünleri İthalat İhracat Nak.Taah.Turz.Gıda Ve Teks.San A.Ş,41.032884,40.511222,Aytemiz,False,False
Örnek Karadeniz Akaryakıt İnş.Turiz San.Ve Tic.Ltd.Şti.,40.921298,40.417052,Aytemiz,True,False
Şar Akaryakıt Gıda Sanayi Ve Ticaret Anonim Şirketi,41.044741,40.591991,Aytemiz,True,True
Tüysüzler Petrol Ticaret Limited Şi,41.088157,40.725637,Aytemiz,True,False
Ata Kar Petrol Ürünleri Ticaret A.Ş,40.979596,40.342844,Aytemiz,True,False
Serkar-2 Petrol Ürünleri İnşaat San Ve Ticaret Limited Şirketi,41.026328,40.5418,Aytemiz,True,False
Nalkıran Otomotiv Petrol Tas Taahh.San.Tic.Ltd.Şti.,40.982465,40.533692,Aytemiz,True,False
Hacışahinoğlu Pet.Ür.Gıd.İnş. Tah.Paz.Nak.İçDış Tic. Ltd Şti,41.188721,40.968348,Aytemiz,True,False
İnançlar Pet.Ürün.San.Ve Tic.Ltd.Şt,40.503505,30.154228,Aytemiz,True,False
Sait Gönülcü-Cihan Petrol,40.553,30.314517,Aytemiz,False,True
Ceka Akaryakıt Lojistik Kuyumculuk Sanayi Ticaret Limited Şirketi,40.744948,30.476696,Aytemiz,False,True
Oksijen-2 Petrol İnşaat Ticaret Limited Şirketi,40.790005,30.424093,Aytemiz,True,False
Avm Akaryakıt Lojistik San. ve Tic. Ltd. Şti.,40.903444,30.471155,Aytemiz,True,False
Akademi Petrol ürünleri Sanayi Ve Ticaret Limited Şirketi,40.7546,30.3798,Aytemiz,True,False
CLK Varlık Gayrimenkul Anonim Şirketi,40.737176,30.397462,Aytemiz,False,False
Kıratlı Mak Petrol Ürün.San. ve Ticaret Limited Şirketi,40.742904,30.448773,Aytemiz,True,False
Ayh Petrol Turizm İnşaat Nak. Gıd. San. ve Tic. Ltd. Şti.,40.840644,30.487254,Aytemiz,True,False
Canik Akaryakıt Tic.Ltd.Şti.,41.270443,36.352941,Aytemiz,True,False
Dalgıç Petrol Mimarlık Tic.Ltd.Şti.,41.219718,36.749358,Aytemiz,True,False
Yılmazlar Nakliyat Akaryakıt Tarım İnş.San. Ve Tic.Ltd.Şti,41.288901,36.291324,Aytemiz,True,False
Ekmekçi Dayanıklı Tük.Mal.Tic.Ltd.Ş,41.17829,37.045046,Aytemiz,True,False
Akar Nak.Tic.Ltd.Şti,40.969571,35.671144,Aytemiz,True,False
Kai Petrol Otomotiv Kimyevi Maddeler San. Ve Ltd.Şti,41.219775,36.87224,Aytemiz,True,False
Sonkaya Petrol Ürünleri Pazarlama Taşımacılık Tic.Ltd.Şti.,41.094649,36.67415,Aytemiz,True,False
Kayan (1 Havza) Petrol ÜrnYakıt İnş GıdaTurizm Nak. San. Ve Ticaret Li,40.993713,35.729411,Aytemiz,True,False
Kayan (2 Havza) Petrol ÜrnYakıt İnşaat Gıda Tur.Nakliye San.ve Tic.,40.997708,35.762096,Aytemiz,True,False
Şengüller Akaryakıt Ticaret Limited,41.205281,36.709194,Aytemiz,True,False
Diamond Akaryakıt San. Ve Tic.Ltd.Ş,41.208765,36.748406,Aytemiz,False,False
Pak Petrol Ürünleri Gıda Ve İnş.San Tic.Ltd.Şti,41.573843,35.91501,Aytemiz,True,False
Kayan Petrol (3 Havza) Ürünleri Yak İnş.Gıd.Tur.Nak.San.ve Tic.Ltd.Şti,41.001526,35.80902,Aytemiz,True,False
Zengin Petrol Ticaret ve Sanayi Lim Şirketi,40.9821,35.6463,Aytemiz,True,False
Ertaş Hafriyat Nakliye İnşaat Taahh Pazarlama Sanayi ve Tic.Ltd.Şti,41.5487,35.9266,Aytemiz,False,False
