istasyon_adi,lat,lon,brand
SIVAS BULVARI,38.759832,35.562384,Shell
CIRKALAN.,38.791002,35.585626,Shell
GESİ,38.782216,35.61033,Shell
GÖMEÇ,38.844815,35.659647,Shell
PINARBAŞI KAYSERİ,38.7218,36.3872,Shell
KARAYAR.,38.72209,37.26026,Shell
GÜRÜN.,38.720931,37.273781,Shell
TUNCELİ MERKEZ,39.10061,39.546906,Shell
KARSKAPI.,39.908583,41.288557,Shell
ERZURUM YAKUTİYE MERKEZ,39.910652999999996,41.253342,Shell
ERZURUM SANAYİ,39.946238,41.290534,Shell
AZİZİYE,39.9313,41.1592,Shell
ΕΡΜΗΣ ΑΕΜΕΕ ΥΠ/ΜΑ ΜΥΤΙΛΗΝΗΣ,39.097882,26.555379,Shell
ΕΡΜΗΣ ΑΕΜΕΕ ΥΠ/ΜΑ ΜΥΤΙΛΗΝΗΣ 1,39.164524,26.50913,Shell
ΔΗΜΟΥ Β.,39.324011,26.183,Shell
ÇANDARLI,38.940994,26.945242,Shell
ALİAĞA ÇIKIŞI,38.84499,27.01461,Shell
ŞAKRAN GİRİŞİ,38.897972,27.06341,Shell
YENİ ŞAKRAN.,38.897388,27.064321,Shell
BAYRAKLI KUZEY,38.480311,27.185162,Shell
SALİHLER.,39.16627,26.840018,Shell
AYVALIK  ALTINOVA,39.237471,26.759386,Shell
AYVALIK GİRİŞİ,39.335376,26.737454,Shell
ERZENE.,38.482351,27.242257,Shell
BORNOVA KİPA,38.459198,27.240285,Shell
4.SANAYİ BORNOVA.,38.458475,27.251692,Shell
SABUNCUBELİ,38.5085,27.2693,Shell
ORGANİZE SANAYİ MANİSA.,38.606948,27.362633,Shell
MERKEZ MANİSA,38.625684,27.440033,Shell
GEDİZ KÖPRÜSÜ.,38.65719,27.447719,Shell
MANİSA GİRİŞİ,38.75745,27.63546,Shell
KAPAKLI,38.863017,27.740225,Shell
GÖLMARMARA.,38.720931,27.919341,Shell
AKHİSAR ORGANİZE SANAYİ,38.884312,27.760973,Shell
AKHİSAR OHT DOĞU,38.929704,27.705602,Shell
AKHİSAR OHT BATI,38.928287,27.701171,Shell
GELENBE BATI.,39.192972,27.853112,Shell
GELENBE DOĞU.,39.193577,27.854372,Shell
SİMAV MERKEZ,39.08831,28.993001,Shell
KÜTAHYA BULVAR,39.426659,29.968848,Shell
KÜTAHYA ÜNİVERSİTE,39.446082,29.952669,Shell
KÜTAHYA MERKEZ.,39.436137,29.999479,Shell
TERMİNAL TAVŞANLI.,39.538271,29.492689,Shell
KÜTAHYA GİRİŞİ,39.458892,30.017238,Shell
ÇİFTELER.,39.370824999999996,31.036091,Shell
SEYİTGAZİ,39.684275,30.54227,Shell
ESKİŞEHİR OSB.,39.737897,30.657853,Shell
ODUNPAZARI.,39.74759,30.575774,Shell
ESKİŞEHİR OSB ÇEVREYOLU.,39.746419,30.611698,Shell
SAZOVA.,39.755253,30.472461,Shell
MAMUCA.,39.753909,30.586365999999998,Shell
YILDIZTEPE.,39.756608,30.491525,Shell
NASREDDİN HOCA,39.536752,31.674229,Shell
ALPU YOLU,39.761684,30.576771,Shell
ODUNPAZARI ÇIKIŞI,39.763541,30.557317,Shell
HALLER ESKİŞEHİR.,39.781642,30.51356,Shell
ACIBADEM H-ESKIŞ,39.78522,30.49492,Shell
POLATLI VATAN,39.5731,32.102,Shell
POLATLI BATI.,39.576471,32.144468,Shell
POLATLI DOĞU.,39.57692,32.145596,Shell
TEMELLİ.,39.731039,32.375935,Shell
GÖLBAŞI OĞULBEY.,39.688989,32.818434,Shell
HAYMANA YOLU,39.767606,32.76833,Shell
YURTÇU.,39.829287,32.577929,Shell
GÖLBAŞI ANKARA.,39.78851,32.805301,Shell
ALACAATLI,39.842182,32.675264,Shell
İNCEK BULVARI.,39.829654,32.746444,Shell
OR AN.,39.851011,32.846411,Shell
KEKLİKPINARI..,39.857898,32.809804,Shell
ÇAYYOLU,39.876543,32.687164,Shell
BİLKENT.,39.885452,32.763713,Shell
ÜMİTKÖY.,39.894651,32.702691,Shell
MAMAK NATOYOLU,39.891672,32.927214,Shell
KAYSERİ ASFALTI YOZGAT,39.168666,35.230072,Shell
YERKÖY,39.663505,34.501557,Shell
YOZGAT.,39.694505,34.610424,Shell
YAĞLI BATI.,39.940643,33.883438,Shell
YAĞLI DOĞU.,39.941541,33.883611,Shell
SARIKAYA.,39.494092,35.374495,Shell
GEMEREK,39.180592,36.083266,Shell
ŞARKIŞLA SİVAS,39.344977,36.39052,Shell
AKDAĞMADENİ,39.673081,35.869536,Shell
OSMAN PAŞA SİVAS.,39.670171,37.007221,Shell
TAŞLIDERE,39.685831,37.009529,Shell
ANKARA YOLU SİVAS.,39.722401,36.953141,Shell
KÜMBET SİVAS,39.736452,36.996439,Shell
HALFELİK SİVAS,39.74496,37.02815,Shell
KILAVUZ.,39.748011,37.043199,Shell
SİVAS TED KOLEJİ,39.772534,37.033771,Shell
ZARA,39.879108,37.702596,Shell
REFAHİYE.,39.910302,38.770281,Shell
ERZİNCAN GİRİŞİ,39.747817,39.468263,Shell
AŞKALE MERKEZ,39.91895,40.688083,Shell
AKÇAKIR.,39.570694,26.762442,Shell
OVACIK.,39.072045,27.068971,Shell
BERGAMA ÇIKIŞI,39.059441,27.104896,Shell
EZİNE.,39.828611,26.325221,Shell
ALTINOLUK,39.578594,26.857309,Shell
BURHANİYE.,39.48672,26.949832999999998,Shell
AKÇAY BALIKESİR.,39.588614,26.923235,Shell
BAYRAMİÇ.,39.811031,26.608031,Shell
EDREMİT KÖRFEZ,39.596239,26.969322,Shell
EDREMİT HAVALİMANI,39.54924,27.016461,Shell
CENNETAYAĞI.,39.584392,27.021584,Shell
EDREMİT OTOGAR,39.593575,27.013595,Shell
LAPSEKİ YOLU KEPEZ,40.095032,26.401766,Shell
İZMİR YOLU KEPEZ.,40.095266,26.400949,Shell
KEPEZ.,40.109514,26.407258,Shell
KINIK YAYAKENT,39.102853,27.280683,Shell
SOMA CEVREYOLU.,39.149335,27.474846,Shell
SOMA CENKYERİ,39.14857,27.478693,Shell
SOMA GİRİŞİ,39.189511,27.588242,Shell
SOMA KURTULUŞ,39.185376,27.623861,Shell
İVRİNDİ,39.601084,27.524953,Shell
İZMİR YOLU BALIKESİR.,39.587511,27.908011,Shell
BALIKESİR MERKEZ,39.619727,27.893287,Shell
ALTIEYLÜL,39.648483,27.912866,Shell
BALIKESİR NEF,39.645545,27.865236,Shell
KARESİ,39.668557,27.916404,Shell
KÖRFEZYOLU BALIKESİR,39.639686,27.685933,Shell
SUSURLUK ÇIKIŞI,39.848367,28.148188,Shell
DEVECİKONAĞI.,39.905915,28.562771,Shell
ORTA MAHALLE SUSURLUK.,39.915519,28.161789,Shell
SUSURLUK.,39.929131,28.157121,Shell
YENİMAHALLE-SUSURLUK.,39.935887,28.160516,Shell
YENİCE BURSA,40.090652,29.426819,Shell
İNEGÖL BATIKENT,40.089316,29.492461,Shell
TELEFERİK,40.173629,29.100626,Shell
ÇALI,40.185598,28.927005,Shell
OSMANGAZİ.,40.19137,29.078381,Shell
DUAÇINARI.,40.191337,29.087034,Shell
YILDIRIM,40.191244,29.1125,Shell
DEMİRCİ,40.195598,28.936915,Shell
ERİKLİ,40.192149,29.13671,Shell
BEŞEVLER BURSA.,40.201596,28.991019,Shell
İNÖNÜ.,39.823107,30.145618,Shell
BOZÜYÜK GİRİŞİ,39.91227,29.995464,Shell
YENİ MAH.BOZÜYÜK.,39.903885,30.049188,Shell
BOZÜYÜK.,39.903211,30.058776,Shell
PAZARYERİ,39.982896,30.000172,Shell
ESKİŞEHİR BATIKENT.,39.807924,30.405677,Shell
İNEGÖL ÇEVRE YOLU.,40.084203,29.520683,Shell
İNEGÖL OSB,40.121244,29.513422,Shell
KARAÇAM.,40.134383,29.401274,Shell
KESTEL.,40.181537,29.226533,Shell
KUMLUK.,40.212276,29.26731,Shell
TEPEBAŞI.,39.797085,30.449846,Shell
BEYPAZARI.,40.172721,31.931861,Shell
BAĞLICA,39.908719,32.648876,Shell
ORGANİZE SİNCAN.,39.980487,32.570281,Shell
PLEVNE SİNCAN.,39.975239,32.589209,Shell
GÜDÜL ANKARA,40.20817,32.245211,Shell
KONUTKENT.,39.905538,32.698137,Shell
ELVANKENT.,39.955226,32.628532,Shell
ŞEKER.,39.965552,32.638524,Shell
İSTANBUL YOLU-ANKARA.,39.950982,32.701635,Shell
SÖĞÜTÖZÜ MERKEZ,39.909486,32.793197,Shell
BATIKENT.,39.956464,32.705019,Shell
GÖKSU ERYAMAN KAVŞAĞI.,39.987569,32.657049,Shell
KÜÇÜKESAT.,39.898341,32.878633,Shell
AHMETLER.,39.919837,32.862631,Shell
TOYTEPE.,39.945422,32.754025,Shell
BEŞEVLER ANKARA.,39.932901,32.830388,Shell
NATOYOLU.,39.915451,32.912091,Shell
KURTULUŞ ANKARA,39.928422,32.866312,Shell
ANKAPARK,39.951532,32.792818,Shell
MACUNKÖY.,39.960817,32.77074,Shell
BAŞKENT BULVARI,39.9651,32.7489,Shell
OSTİM İLKYERLEŞİM,39.971076,32.734826,Shell
OSTİM MERKEZ,39.973279,32.756581,Shell
KAYAŞ.,39.916381,32.985801,Shell
ORTAKÖY ANKARA.,39.930217,33.010102,Shell
KIRIKKALE YAHŞİHAN,39.863644,33.469624,Shell
AKTAŞ.,39.940022,32.874498,Shell
YENİDOĞAN ALTINDAĞ,39.942267,32.880679,Shell
LALABEL,39.942417,33.198929,Shell
FATİH ANKARA.,39.949818,32.853261,Shell
İSKİTLER.,39.953392,32.839199,Shell
SİTELER SAMSUN YOLU,39.957849,32.88116,Shell
GÜMÜŞDERE.,39.957946,32.855441,Shell
ETLİK,39.95982,32.847145,Shell
YENİMAHALLE,39.966237,32.808899,Shell
KEÇİÖREN.,39.973647,32.865796,Shell
HASKÖY DOĞU.,39.979072,32.88527,Shell
HASKÖY BATI.,39.979841,32.886181,Shell
ELMADAĞ,39.933055,33.335075,Shell
ANKARA CAD.YOZGAT.,39.817716,34.787657,Shell
SUNGURLU ÇORUM.,40.155801,34.341745,Shell
VADİ SUNGURLU.,40.176857,34.443634,Shell
SORGUN.,39.813202,35.179989,Shell
AYDINLIKEVLER SORGUN.,39.813804,35.186677,Shell
TOKAT.,40.329446,36.557943,Shell
SANAYİ ÇIKIŞI TOKAT.,40.333543,36.537729,Shell
TOKAT ÇIKIŞI,40.336303,36.595547,Shell
ZİLE MERKEZ,40.3093,35.9054,Shell
TURHAL MERKEZ,40.373671,36.096284,Shell
SUŞEHRİ.,40.172881,38.087451,Shell
NİKSAR.,40.580407,36.925165,Shell
GÜMÜŞHANE MERKEZ,40.427618,39.521785,Shell
GÜMÜŞHANE TORUL,40.543209,39.32498,Shell
BAYBURT.,40.257861,40.215221,Shell
İSPİR,40.4668,40.9736,Shell
BORÇKA.,41.361041,41.675171,Shell
ÇANAKKALE.,40.149987,26.405646,Shell
ÇANAKKALE UMURBEY,40.260696,26.58702,Shell
LAPSEKİ OHT DOĞU,40.274322,26.62477,Shell
LAPSEKİ OHT BATI,40.276906,26.628751,Shell
ÇAN.,40.031892,27.060933,Shell
LAPSEKİ,40.337721,26.674852,Shell
GELİBOLU.,40.408321,26.644941,Shell
SÜREKOVASI.,40.443361,26.676831,Shell
BOLAYIR.,40.524721,26.760031,Shell
İSTİKLAL BİGA.,40.231123,27.254066,Shell
BIGA IDRISKORU GIRISI..,40.246576,27.283045,Shell
GÖNEN BALIKESİR.,40.117413,27.643503,Shell
ŞİRİNKÖY,40.258064,27.343578,Shell
BUĞDAYLI.,40.220608,27.764064,Shell
DENİZKENT,40.296956,27.546502,Shell
MUSTAFAKEMALPAŞA OHT BATI,40.040187,28.21841,Shell
MUSTAFAKEMALPAŞA OHT DOĞU,40.042218,28.222632,Shell
MUSTAFAKEMALPAŞA ÇIKIŞI.,40.053652,28.366215,Shell
MUSTAFAKEMALPAŞA GİRİŞİ,40.056011,28.364078,Shell
KARACABEY.,40.182927,28.381101,Shell
KARACABEY MERKEZ,40.201759,28.351953,Shell
ÖMERLİ BALIKESİR.,40.292606,28.036698,Shell
BANDIRMA.,40.327088,28.00112,Shell
EDİNCİK,40.327919,27.869267999999998,Shell
ERDEK YOLU,40.34,27.94,Shell
KAYNAKLAR,40.214232,28.731728,Shell
KARACAOBA.,40.214708,28.731699,Shell
GÖÇMENKONUTLARI,40.221737,28.820277,Shell
BURSA ÜNİVERSİTE,40.214449,28.900587,Shell
ERTUĞRUL.,40.212871,28.929992,Shell
ATA BULVARI,40.217996,28.951681999999998,Shell
ATAEVLER,40.213667,28.964328,Shell
ACIBADEM H-BURSA,40.21308,28.9764,Shell
NİLÜFER.,40.212683,28.996505,Shell
ODUNLUK NİLÜFER,40.212241,28.999862,Shell
BURSA EMEK,40.259071,28.95235,Shell
YUNUSELİ,40.240445,29.007956,Shell
BURSA SANAYİ,40.208835,29.082026,Shell
SAMANLI CADDESİ,40.205507,29.112965,Shell
KÜÇÜKBALIKLI GÜNEY,40.222653,29.082793,Shell
BURSA ÇEVREYOLU,40.217917,29.104583,Shell
ÇAĞRIŞAN.,40.288617,28.936311,Shell
YENİYOL.,40.2476,29.063363,Shell
DEMİRTAŞ,40.256049,29.063287,Shell
ÇAĞLAYAN BURSA,40.288832,29.007416,Shell
ŞİRİNEVLER.,40.194069,29.154388,Shell
DELİÇAY BURSA.,40.194848,29.15856,Shell
KESTEL BURSA,40.207047,29.212508,Shell
GÜRSU ZAFER CADDESİ,40.2225,29.181,Shell
BURSA OTOGAR,40.268571,29.052072,Shell
OVAAKÇA BURSA,40.303021,29.061318,Shell
KURŞUNLU BURSA,40.377878,29.076015,Shell
GEMLİK OHT BATI.,40.388521,29.139024,Shell
GEMLİK OHT DOĞU.,40.390558,29.142271,Shell
BİLECİK,40.135672,30.023179,Shell
YENİŞEHİR BURSA.,40.266127,29.631939,Shell
DERBENT,40.398552,29.695387,Shell
İZNİK.,40.442391,29.717481,Shell
GEYVE,40.521685,30.276166,Shell
KARAÇAM BOĞAZI,40.640935999999996,30.336317,Shell
AKYAZI,40.680259,30.607775,Shell
ABANT KAVŞAĞI.,40.719501,31.464811,Shell
AKOVA,40.77601,30.65139,Shell
HENDEK MERKEZ,40.793087,30.744574,Shell
KAZAN,40.065132,32.613166,Shell
SARAY ANKARA.,40.029207,32.643086,Shell
BOLU MERKEZ.,40.726827,31.587446,Shell
KURUÇAY BOLU.,40.735261,31.630703,Shell
BEŞKAVAKLAR,40.737245,31.59503,Shell
YEDİGÖLLER YOLU,40.750414,31.628994,Shell
OSB ANKARA.,39.985664,32.733553,Shell
AYAZ ANKARA,39.994454,32.760157,Shell
İVEDİK OSB.,39.993683,32.768488,Shell
ANADOLU BULVARI-İVEDİK.,39.997445,32.773506,Shell
BAĞLUM,40.024916,32.860937,Shell
YILDIRIMKENT.,40.047425,32.915901,Shell
PURSAKLAR.,40.05501,32.919386,Shell
PURSAKLAR SARAY YOLU,40.057247,32.908329,Shell
HANDERESİ.,40.25851,34.620779,Shell
ALACA,40.180723,34.833143,Shell
ÇANKIRI.,40.591881,33.619521,Shell
ÇORUM ANKARA ÇIKIŞI,40.470519,34.875769,Shell
ÇORUM ÇEVREYOLU.,40.544446,34.926993,Shell
ÇORUM PARK.,40.556056,34.967727,Shell
ULUKAVAK,40.564467,34.946419,Shell
ÇORUM ÇIKIŞI,40.576388,35.024722,Shell
AMASYA.,40.607976,35.811786,Shell
DURUCASU,40.74474,36.113919,Shell
ERBAA MERKEZ,40.68145,36.550519,Shell
ERBAA ÇIKIŞI NİKSAR,40.6053,36.8081,Shell
FATSA KORGAN YOLU,41.0207,37.477,Shell
FATSA.,41.021778,37.529511,Shell
ÜNYE KARŞIYAKA,41.114657,37.272452,Shell
YÜCELER ÜNYE.,41.105876,37.381734,Shell
TERME GİRİŞİ,41.16966,37.056891,Shell
ORDU OTOGAR,40.966728,37.90779,Shell
ALTINORDU,40.976907,37.95015,Shell
BULANCAK SAHİL.,40.940177,38.183476,Shell
BULANCAK.,40.938622,38.227268,Shell
GİRESUN MERKEZ,40.912479,38.399181,Shell
GİRESUN.,40.910551,38.430824,Shell
TİREBOLU.,41.010618,38.87305,Shell
BEŞİKDÜZÜ.,41.072848,39.195936,Shell
ÇAĞLAYAN.,40.909644,39.718747,Shell
UZUNKUM.,40.99538,39.670218,Shell
YILDIZLI.,41.007867,39.621968,Shell
SÖĞÜTLÜ TRABZON.,41.013159,39.605182,Shell
YOMRA.,40.958101,39.852801,Shell
TRABZON HAVALİMANI.,40.993169,39.781091,Shell
ÇİMENLİ,40.986325,39.81139,Shell
ARSIN SANAYI,40.960919,39.963904,Shell
ARAKLI TRABZON,40.92783,40.05044,Shell
OF.,40.961445,40.293711,Shell
İYİDERE,40.967902,40.359955,Shell
LİMANKÖY.,41.074504,40.67336,Shell
ÇAYELİ..,41.084866,40.721041,Shell
ÇAMLIHEMŞİN RİZE,41.05832,41.005628,Shell
HAMİDİYE PAZAR,41.181081,40.949531,Shell
İPSALA MERKEZ.,40.907685,26.373155,Shell
KEŞAN.,40.874728,26.63544,Shell
KEŞAN GİRİŞİ,40.875281,26.654989,Shell
ŞARKÖY VAKIFLAR.,40.615042,27.109969,Shell
ΕΡΜΗΣ ΑΕΜΕΕ ΥΠ/ΜΑ ΣΟΥΦΛΙΟΥ,41.15076,26.29678,Shell
İNECİK..,40.934552,27.287812,Shell
NUSRATFAKI.,40.943029,27.311012,Shell
KUMBAĞ YOLU TEKİRDAĞ,40.932057,27.478193,Shell
ARMUTLU,40.52241,28.83071,Shell
YENİÇİFTLİK.,40.995012,27.836098,Shell
GEMLİK LİMAN,40.393706,29.133674,Shell
GEMLİK.,40.42295,29.164308,Shell
UMURBEY.,40.423001,29.214651,Shell
ORHANGAZİ BURSA.,40.480764,29.30706,Shell
ILICADERE.,40.706390999999996,29.878969,Shell
HİSAREYN.,40.705891,29.858552,Shell
BAŞİSKELE,40.713299,29.919884,Shell
İZMİT SAHİL,40.725253,29.940631,Shell
SAPANCA OHT GÜNEY.,40.727402,30.069026,Shell
SAPANCA OHT KUZEY.,40.727888,30.071534,Shell
GÖLCÜK,40.716575,29.809278,Shell
KARTEPE YOLU.,40.730842,30.062642,Shell
KARTEPE MEYDAN,40.736104,30.032251,Shell
KULLAR BAŞİSKELE,40.736158,29.964267,Shell
UZUNTARLA.,40.730438,30.133401,Shell
KÖSEKÖY TÜVTÜRK,40.738459,29.995871,Shell
İZMİT OUTLET,40.756071,29.945359,Shell
KANDIRA KAVŞAĞI.,40.762826,29.957879,Shell
KANLIBAĞ,40.770088,29.946651,Shell
ARİFİYE.,40.715147,30.35073,Shell
SAKARYA GİRİŞİ,40.721597,30.383541,Shell
SAKARYA CADDESİ,40.75148,30.415467,Shell
AŞAĞI DEREKÖY,40.74177,30.279894,Shell
ÜNİVERSİTE YOLU,40.758789,30.365308,Shell
SERDİVAN.,40.772651,30.364851,Shell
ADAPAZARI ÇEVRE YOLU.,40.784001,30.434031,Shell
SERDİVAN YAZLIK,40.786113,30.367606,Shell
KORUCUK YOLU,40.790845,30.373262,Shell
KUZEY TERMİNALİ,40.800197,30.405828,Shell
ALANDÜZÜ OHT GÜNEY,40.843718,30.28247,Shell
ALANDÜZÜ OHT KUZEY,40.84507,30.287712,Shell
SÖĞÜTLÜ SAKARYA,40.865726,30.478458,Shell
DÜZCE D 100.,40.832367,31.181858,Shell
DÜZCE GİRİŞİ.,40.849226,31.05396,Shell
KAPICI.,40.849221,31.087237,Shell
DÜZCE OLİMPİYAT,40.847422,31.14155,Shell
ŞEREFİYE.,40.845034,31.165679,Shell
GÜMÜŞOVA.,40.854795,30.990073,Shell
ÇAVUŞLAR.,40.867249,31.168735,Shell
DÖRTDİVAN OHT GÜNEY.,40.748874,32.083423,Shell
DÖRTDİVAN OHT KUZEY.,40.753748,32.075559,Shell
GEREDE.,40.787119,32.209,Shell
AKÇAKOCA,41.081382,31.176853,Shell
KIZILCAHAMAM,40.474083,32.651772,Shell
ILGAZ KAVŞAĞI,40.90246,33.66194,Shell
ILGAZ MERKEZ.,40.906576,33.646439,Shell
TOSYA.,41.018659,34.080881,Shell
OSMANCIK,40.971181,34.825791,Shell
KALELİBAĞI.,40.970412,34.841891,Shell
GÜMÜŞHACIKÖY.,40.88852,35.203863,Shell
ÇİNİYERİ,41.056119,34.542451,Shell
MERZİFON MERKEZ,40.862987,35.485554,Shell
MERZİFON GÖKÇEBAĞ,40.871986,35.524685,Shell
SULUOVA.,40.846017,35.629848,Shell
BEKDİĞİN,41.000898,35.809823,Shell
VEZİRKÖPRÜ.,41.126163,35.487055,Shell
KAVAK ÇAKALLI,41.175041,36.114033,Shell
TEKKEKÖY SAMSUN,41.225174,36.437813,Shell
KUTLUKENT.,41.241998,36.404825,Shell
KAYADİBİ,41.250364,36.390083,Shell
DERECİK.,41.291739,36.271835,Shell
İLKADIM SAMSUN,41.291572,36.285987,Shell
CUMHURİYET SAMSUN.,41.285108,36.340903,Shell
SUNGURLU ÇARŞAMBA.,41.203964,36.717424,Shell
BEYLERCE SAMSUN,41.216616,36.672289,Shell
ELMALIK TERME.,41.212445,36.967628,Shell
ATAKENT SAMSUN,41.344537,36.249356,Shell
ATAKUM SAMSUN,41.359021,36.235198,Shell
SİNOP ÇIKIŞI SAMSUN,41.442278,36.135726,Shell
KAVACIK.,41.211294,26.67977,Shell
SANAYİ SİTESİ EDİRNE.,41.247097,26.685012,Shell
UZUNKÖPRÜ.,41.265094,26.677148,Shell
ΣΤΑΜΠΟΛΙΔΟΥ ΖΩΗ ΚΑΙ ΥΙΟΣ ΟΕ,41.353371,26.489767,Shell
ΕΡΜΗΣ ΑΕΜΕΕ ΥΠ/ΜΑ ΔΙΔΥΜΟΤΕΙΧΟΥ,41.356367,26.506468,Shell
ΑΡΑΜΠΑΤΖΗΣ ΚΩΣΤΑΝΤΙΝΟΣ,41.48383,26.28269,Shell
ΕΡΜΗΣ ΑΕΜΕΕ ΥΠ/ΜΑ ΟΡΕΣΤΙΑΔΑΣ,41.482124,26.534588,Shell
SAZLIDERE.,41.600283,26.667906,Shell
ΤΣΩΚΟΣ ΙΩΑΝΝΗΣ,41.70479,26.28922,Shell
İNTİKAM TAŞI KAPIKULE.,41.707111,26.392011,Shell
KAPIKULE.,41.712533,26.370119,Shell
TEKİRDAĞ.,40.953441,27.479577,Shell
TEKİRDAĞ MERKEZ.,40.974718,27.492511,Shell
ESKİCAMİ.,40.993312,27.512214,Shell
NAMIK KEMAL,40.989859,27.60364,Shell
YENİÇİFTLİK ÇIKIŞI,41.003405,27.809715,Shell
MURATLI İSTİKLAL,41.192871,27.513375,Shell
BÜYÜK KARIŞTIRAN,41.295856,27.536253,Shell
KOCASİNAN LÜLEBURGAZ,41.404871,27.338769,Shell
SEYMEN.,41.099211,27.949509,Shell
ÇORLU İTFAİYE.,41.155683,27.817389,Shell
SILIVRI CIKISI.,41.094893,27.996881,Shell
DEĞİRMENKÖY.,41.095698,27.999733,Shell
GÜMÜŞYAKA.,41.060411,28.084381,Shell
ÇORLU SAĞLIK MAHALLESİ,41.190114,27.763403,Shell
MARMARACIK,41.208315,27.740996,Shell
ULAŞ.,41.214839,27.731909,Shell
YULAFLI.,41.205171,27.841155,Shell
VAKIFLAR.,41.272321,27.636721,Shell
ÇERKEZKÖY OHT KUZEY.,41.287091,27.786537,Shell
ÇERKEZKÖY OHT GÜNEY.,41.291325,27.779282,Shell
ÇERKEZKÖY YENİYOL.,41.271231,27.960652,Shell
SİLİVRİ KUZEY.,41.081931,28.218411,Shell
SİLİVRİ GÜNEY.,41.081517,28.220858,Shell
ALİBEY SİLİVRİ.,41.070591,28.278846,Shell
SELİMPAŞA MERKEZ,41.056366,28.370279,Shell
KAMİLOBA E5,41.040277,28.428105,Shell
SİNANOBA.,41.014551,28.546211,Shell
MİMARSİNAN.,41.017472,28.562253,Shell
ULUS BÜYÜKÇEKMECE,41.025937,28.55659,Shell
ÇATALCA MERKEZ,41.135152,28.465794,Shell
BÜYÜKÇAVUŞLU MERKEZ,41.244051,28.067352,Shell
BÜYÜKÇAVUŞLU.,41.255869,28.036225,Shell
ÇERKEZKÖY MERKEZ.,41.289348,27.99101,Shell
YAKUPLU SANAYİ.,40.989747,28.665182,Shell
GÜRPINAR MERKEZ MAHALLESİ,41.005894,28.622247,Shell
AVCILAR,40.988354,28.718694,Shell
FLORYA.,40.972589,28.789897,Shell
BEYLİKDÜZÜ YAN YOL.,41.009815,28.654997,Shell
BEYLİKDÜZÜ MERKEZ,41.016798,28.639259,Shell
KÜÇÜKÇEKMECE..,40.986948,28.769945,Shell
ÜÇEVLER,41.01792,28.646057,Shell
AVCILAR YOLU,41.009517,28.701404,Shell
ESENYURT SANAYİ,41.013513,28.695341,Shell
ESENYURT MERKEZ,41.019576,28.677097,Shell
ŞENLİKKÖY.,40.987901,28.796101,Shell
HAVALİMANI İSTANBUL.,40.986408,28.819599,Shell
SEFAKÖY.,40.996415999999996,28.796569,Shell
ÇAKMAKLI KIRAÇ.,41.037018,28.624729,Shell
ESENYURT 2. BÖLGE.,41.031951,28.674331,Shell
KIRAÇ.,41.038041,28.641854,Shell
ESENYURT KAVŞAK.,41.032181,28.681891,Shell
HADIMKÖY ALKENT,41.0641,28.622,Shell
TERMAL YOLU,40.651775,29.243563,Shell
YALOVA.,40.623692,29.270381,Shell
BALABAN.,40.641391,29.280569,Shell
YENİ BURSA YOLU YALOVA.,40.655561,29.283415,Shell
CIFTLIKKOY KURUCESME..,40.667175,29.332149,Shell
ÇİFTLİKKÖY.,40.673833,29.346676,Shell
SİTELER KOCAELİ.,40.686675,29.568982,Shell
KARAMÜRSEL ÇIKIŞI,40.701307,29.669632,Shell
GEBZE.,40.789871,29.426511,Shell
GEBZE MERKEZ,40.803081,29.440174,Shell
ŞİRİNYALI.,40.779061,29.670741,Shell
BAYRAMOĞLU.,40.790839,29.36746,Shell
TAVŞANLI GEBZE,40.809662,29.508751,Shell
KİRAZPINARI.,40.80937,29.46035,Shell
GÜZELLER.,40.813308,29.438803,Shell
MUSTAFAPAŞA.,40.814574,29.417425,Shell
ATALAR YARIMCA,40.775304,29.724301,Shell
YENİ BAĞDAT CADDESİ GEBZE.,40.811862,29.373207999999998,Shell
YARIMCA LİMAN,40.768044,29.757992,Shell
KÖRFEZ SANAYİ,40.765443,29.777127,Shell
ŞİFA MAHALLESİ.,40.824175,29.35198,Shell
GÜZELLER OSB,40.8413,29.4335,Shell
DERİNCE.,40.75759,29.840501,Shell
TUZLA ÇIKIŞI.,40.839206,29.295471,Shell
GOSB TIR PARKI,40.868791,29.417188,Shell
TUZLA E-5,40.844807,29.30588,Shell
ŞEKERPINAR.,40.865294,29.379771,Shell
BALÇIK,40.877375,29.420442,Shell
AYDINLI MERKEZ,40.871346,29.331513,Shell
TUZLA DERİ OSB,40.881386,29.346792,Shell
BEKİRPAŞA.,40.780195,29.972987,Shell
ÇENESUYU.,40.761624,29.851381,Shell
MALTA MAHALLESİ,40.791574,29.927841,Shell
FERİZLİ,40.967249,30.50776,Shell
KARASU.,41.110243,30.671924,Shell
DEĞİRMENGAZİ.,41.082581,31.103581,Shell
ALAPLI.,41.184817,31.385838,Shell
GÜLÜÇ EREĞLİ,41.247481,31.408849,Shell
KARADENİZ EREĞLİ.,41.271446,31.434858,Shell
DEVREK.,41.199625,31.948009,Shell
ZONGULDAK.,41.429011,31.871351,Shell
ZONGULDAK SAHİL.,41.451391,31.758125,Shell
ÇAYCUMA.,41.399711,32.085511,Shell
ÇAYCUMA KAVŞAĞI,41.399963,32.086426,Shell
ÇERKEŞ.,40.823536,32.844937,Shell
KARABÜK.,41.195741,32.624301,Shell
TEKÇAM.,41.318387,33.773252,Shell
