istasyon_adi,lat,lon,brand
Yağmursu Petrol Ürn.Köm.İnş. Nak.Gıd.Oto.Kuy.İth.İhr.San.Ti,39.677986,27.94402,Aytemiz
Balıkesir Onur Süt Ve Petrol Ürn.İnş.San.Tic.Ltd.Şti.,39.5593,27.9805,Aytemiz
Gömeç Akaryakıt Sanayi Ve Tic. Ltd.Şti,39.3895,26.8376,Aytemiz
Demta Petrol Nakliyat San.Tic.Ltd.Ş,37.90726,41.116105,Aytemiz
Rabia Kayık (Kayık Petrol),37.8849,41.1364,Aytemiz
Özbekoğlu Petrol İnşaat Nakliyat Otomotiv Gıda İthalat İhracat Ltd.Ş,40.268984,40.197747,Aytemiz
Efak Petrol Turizm Seyahat Taşıma B  İnşaat Limited Şirketi,40.254318,40.225899,Aytemiz
Güneş Mad.San. Ve Tic.Ltd.Şti.,40.013381,30.190446,Aytemiz
Başaranlar Oto Sanayi ve Ticaret İmroz Özdemir Ve Ortakları Kollekti,40.0903,30.0105,Aytemiz
İstanbul Özteknik Hırdavat Sanayi V A.Ş,40.161961,29.977857,Aytemiz
Güvence Petrol Ürünleri Paz.San.Tic Ltd. Şti.,39.923257,30.010816,Aytemiz
Sedef Akaryakıt-5 Ürün. San. Ve Ticaret Limited Şirketi,39.909077,30.019969,Aytemiz
Baynal İnşaat Otomotiv Gıda Eğitim Turizm Enerji Tic ve San Ltd Şti,38.967217,40.662761,Aytemiz
Harmancı Petrol Ürünleri Nakliye Sa Ve Ticaret Limited Şirketi,39.284879,41.000257,Aytemiz
Felemez Kök,38.422957,42.12471,Aytemiz
Mecitoğulları Orman Ürünleri İthala İhracat Sanayi ve Ticaret Limited,38.406755,42.110877,Aytemiz
Mecitoğulları 2 Orman Ürünleri İtha İhracat Sanayi ve Ticaret Limited,38.3454,42.112998,Aytemiz
Yeke Pusula Petrol San. Ve Tic. Ltd. Şti.,38.578471,42.015479,Aytemiz
Kenan Genç,38.501885,42.281463,Aytemiz
Hamamcıoğlu Sağlık Sanayi Ve Ticaret Limited Şirketi,40.70305,31.618289,Aytemiz
Özkudret-2 İnş.Gıda Akar. Nak Sanayi ve Ticaret Limited Şirk,40.758042,31.924102,Aytemiz
Çavuşoğlu Petrol Ürünleri Gıda Tarı Nak.Oto.İnş.Turizm Ticaret  Ltd.Şt,37.529096,30.497184,Aytemiz
Alyam Akaryakıt Nak.San.Ve Tic.Ltd.,37.800652,30.38734,Aytemiz
Yamanlar Petrolcülük İnş. Nak. Tur. San. ve Ltd. Şti.,36.982528,29.410762,Aytemiz
İdeal Petrol Tic.Ve San.A.Ş,40.292743,29.057521,Aytemiz
Şahin Petrol Gıda San. Ve Tic.Ltd.Ş,40.229891,29.156242,Aytemiz
Aman Petrol Ür.ve Turz. ve Tic. San,40.193905,29.067849,Aytemiz
MZB Akaryakıt Nakliye - İnşaat ve Otomotiv San. ve Tic.Ltd.Şti.,40.45739,29.288964,Aytemiz
Tombaşlar Akaryakıt Gıda Nakliye İn Turizm Ticaret ve Sanayi Ltd Şti,40.204976,29.344478,Aytemiz
Birinciel Kollektif Şirketi - Ali Birinciel Ve Ortaklari,40.033408,28.376091,Aytemiz
Aytemiz (OHT4-Sol) Petrolcülük Tic.Ltd.Şti,40.231837,28.781356,Aytemiz
Aytemiz (OHT3-Sağ) Petrolcülük Tic.Ltd.Şti,40.232193,28.78002,Aytemiz
Sait Ak - Ak Petrol,40.205994,29.120147,Aytemiz
Aytemiz (Mehmetçik Sağ - 30) Petrol Tic.Ltd.Şti.,40.252262,28.450323,Aytemiz
Aytemiz (Mehmetçik Sol - 31) Petrol Tic.Ltd.Şti.,40.250604,28.453876,Aytemiz
Skypet Petrol Nakliye İnşaat Turizm Gıda Sanayi Ticaret Limited Şirket,40.2725,28.839797,Aytemiz
Otopet Petrolcülük Anonim Şirketi,40.288246,29.658531,Aytemiz
GMS Akaryakıt İnş.Gıd.Mad.İth.İhr.S Tic.Ltd.Şti,40.519651,29.315047,Aytemiz
Yamanlar Grup Petrol İnşaat Nak.San.Tic.Ltd.Şti.,40.04746,29.589996,Aytemiz
Ostaş Otomotiv Gıda Sanayi Ve Ticaret Anonim Şirketi,40.2339,29.0632,Aytemiz
Abdullah İzgi Pet.Tur.İnş.Nak Mad. Oto. San. Ve Tic. Ltd.Şti,40.06094,29.580383,Aytemiz
Tuncay Sezer Petrol Akar. Taş. İnş. Tur. Ve Tic. Ltd. Şti.,39.913762,26.301492,Aytemiz
Ay-Toklar 2 Mob.Gıda Tar.Tur.Taş.İn Yurt İşl. San.Ve Tic.Ltd.Şti,39.508893,26.385242,Aytemiz
İlkin-2 Lojistik ve Ticaret Anonim Şirketi,40.144665,26.461853,Aytemiz
TRA Enerji Limited Şirketi,40.003076,27.034537,Aytemiz
Dardanos Petrol İnşaat Taşıma. Turz.San.Tic.Ltd.Şti.,40.192282,26.511125,Aytemiz
Recla Teknoloji - 2 Anonim Şirketi,39.839547,26.046173,Aytemiz
Modoğlu Enerji Sanayi ve Tic. A.Ş.,40.520201,26.743866,Aytemiz
Kurşunlu Petrol San.Tic.Ltd.Şti.,40.842674,33.266811,Aytemiz
Sevindim Akar.Nak.Oto.Demir Çelik Ü İnş.Mad.Gıda Hayvan.Tarım Ve San.L,40.560216,33.611097,Aytemiz
Ulupınar Petrol Ürünleri İnşaat San Ve Ticaret Limited Şirketi,40.908877,33.62162,Aytemiz
Şah İkiz Akaryakıt İnşaat Sanayi Ve Ticaret Limited Şirketi,40.727202,33.525428,Aytemiz
Özkudret İnşaat Gıda Akaryakıt Nak.San.Tic.Ltd.Şti,40.819157,32.88838,Aytemiz
Selin Tuğla Kiremit Petrol Tic.Ltd.,40.554737,34.924581,Aytemiz
Ulusaloğlu Petrol Nak. San.Tic.Ltd.,40.164573,34.38611,Aytemiz
Zeki Ocaklı,40.158149,34.36445,Aytemiz
Karakaşlar Traktör Anonim Şirketi,40.97145,34.819024,Aytemiz
Zirvem Oto Akaryakıt Ticaret Ve San Limited Şirketi,40.61273,35.161826,Aytemiz
Canbek Petrol Ürünleri İnşaat Nakiliyat San. ve Tic. Ltd Şti,40.49351,34.903292,Aytemiz
Çelikler Çeltik Tarım Ürünleri Paz. San. ve Tic. Ltd. Şti.,41.137501,34.472702,Aytemiz
As Koçlar-2 Akar. İnş. Oto. San. Ve Tic. Ltd. Şti.,40.420554,34.758066,Aytemiz
Merense Enerji -2 Tic.San. Limited Şirketi,41.046225,34.560416,Aytemiz
Sedal Gayrimenkul Petrol Ürn.Gıd.Turz.San.Tic.A.Ş.,40.9723,34.8225,Aytemiz
Bıyıkoğlu Petrol Sanayi Tic.Ltd.Şti.,40.544263,34.926782,Aytemiz
Zeki Petrol Akaryakıt Nakl.Gıda Tar Oto. İt. Ve İhr. San. Ve Tic.Ltd.Ş,38.292571,29.724182,Aytemiz
İnan Petrol (2 Merkez) Ürünleri Nak. İnş. Malz.San ve Tic. Ltd.Şti.,37.735256,29.12059,Aytemiz
İnan Petrol (3 Merkez) Ürünleri Nak. İnş. Malz.San ve Tic. Ltd.Şti.,37.783943,29.0116,Aytemiz
Büyüktarakcı Otomotiv Sanayi Ve Ticaret Limited Şirketi,37.87816,29.00713,Aytemiz
Yeşil Fidan Tarım ve Pet. Ticaret Limited Şirketi,37.828743,29.558447,Aytemiz
Yeşil Fidan Tarım ve Pet.-2 Ticaret Limited Şirketi,37.493452,28.95089,Aytemiz
Huzurkılınç Gıda Pet.Ürün.Tic.Ltd.Ş,38.23222,39.79222,Aytemiz
Köprü Petrol İnşaat San.Tic.Ltd.Şti,37.94702,40.236999,Aytemiz
Eren Petrolcülük Turizm Ve Tic.Ltd.,37.810305,40.331403,Aytemiz
Miranlı Tanrıverdi Pet.Oto.İnş Nak.GıdaSanTic.İth.İhr.Ltd.Şti,37.944,40.1852,Aytemiz
Öz Miranlı Pet.Tarı.Gıd.İnş. Ener.İth.İhr.San.ve Tic.Ltd.Şt,37.921178,40.145709,Aytemiz
Akçakoca Özdemir Petrol Ve Ticaret Limited Şirketi,41.083637,31.143429,Aytemiz
Hamamcıoğlu Sağlık 2 San. Ve Tic. L,40.827865,31.189182,Aytemiz
Çebi81 Akaryakıt Otomotiv Ticaret Limited Şirketi,40.862632,31.167912,Aytemiz
Bulut Global Lojistik Uluslararası -yat ve Petrol Ürünleri Ticaret Ltd,40.775928,31.303123,Aytemiz
Çebi Akaryakıt-2 Kaf. Hiz. Taş Hiz. San. Tic. Ltd.,40.925511,31.145323,Aytemiz
Düzce Yeşil Petrol Anonim Şirketi,40.839261,31.177526,Aytemiz
Emel Elektrik Akarakıt Tic.Ltd.Şti.,41.656812,26.581598,Aytemiz
Polatcan Akaryakıt San.Ve Tic.Ltd.Ş,40.874744,26.642195,Aytemiz
Bereket Yağ Akaryakıt Petrol Ürünle Ticaret ve Sanayi Limited Şirketi,41.684281,26.585537,Aytemiz
Isıpet Turizm Akaryakıt Limited Şir,41.505779,26.89835,Aytemiz
Rmg Akaryakıt Gıda Turizm İnşaat Ür Sanayi ve Ticaret Limited Şirketi,41.865802,26.702836,Aytemiz
Free Lojistik (2) Akaryakıt Pazarla Ticaret Ltd.Şti.,41.668852,26.554922,Aytemiz
Hüseyin Can Petrol Gıda Nak. Tic. Ltd. Şti.,41.7066,26.3902,Aytemiz
Aras Petrol Ürünleri Turz.Spor Dinl.Tes.Paz.Tic.Ltd.Şti,41.2122,26.6797,Aytemiz
Gökkuşağı Petrol İnşaat Turizm Ticaret ve San.Ltd.Şti.,41.691401,26.544571,Aytemiz
Emre Güler,41.765555,26.907663,Aytemiz
Cenk Kondal Petrol İnşaat ve Turizm Anonim Şirket,41.663344,26.576461,Aytemiz
Tuzsuzoğlu Petrol Otomotiv Nak.İnş. Gıda San.ve Tic.Ltd.Şti.,38.63814,39.117215,Aytemiz
Alken İnş.San.Ve Tic.Ltd.Şti.,38.648459,39.136961,Aytemiz
Efetürk Petrol Otom.İnş.Nak.Tar.Hay Süt Ürün.Gıd.Tic.ve San.Ltd.Şti.,38.686565,39.080811,Aytemiz
Uğur Mehmet Şen (1 Akçakiraz),38.602552,39.254933,Aytemiz
Aliağam Petrol İnşaat Taahhüt Turizm Anonim Şirketi,38.638079,39.24322,Aytemiz
Uğur Petrolcülük Ve Nakliye Sanayi Ticaret Limited Şirketi,38.543347,39.039909,Aytemiz
Usre Petrol Sanayi Ve Ticaret Limit Şirketi,38.7346,39.9019,Aytemiz
Aytemiz (Elazığ) Petrolcülük Tic.Ltd.Şti,38.686171,39.224724,Aytemiz
Busel Pet. İnş. Üretim Paz. İhr.İth.San. ve Tic. Ltd. Şti.,38.66397,39.244158,Aytemiz
Har Grup Yemek Organizasyn Gıd Ürn.İnş.San. ve Tic. Ltd.Şti.,39.807101,39.365183,Aytemiz
Zorlular Oto. Pet. Ürün. San. Ve Tic. Ltd. Şti.,39.6583,39.5003,Aytemiz
Özkonak Akaryakıt-3 İnş.Nak.San. Tic.Ltd.Şti.,39.782186,39.397997,Aytemiz
Bizim Petrol Gıda Kuy.Nak.Seyahat San.Ve Tic.Ltd.Şti.,40.279371,41.558456,Aytemiz
Erzurum Petrol Bingöller Akar.Ltd.Ş,39.946981,41.290278,Aytemiz
Memişoğlu Beton Asfalt Yol Yapı Mad İnş.Taah.Petrol Ürün.San.ve Tic.A.,39.962398,41.208366,Aytemiz
Cahit Yazıcı - Cihan Petrol,39.976885,41.663023,Aytemiz
Erdemsu Gıda Ambalaj Enerji Otomoti Petrol Pazarlama San.Ve Tİic.Ltd.Ş,39.935924,41.284682,Aytemiz
Metehan Atmaca,40.571796,42.016307,Aytemiz
Hulusi Sırmacı (1 Palandöken) Petro Ürün.İnş.Taah.Taş.San.Ticaret Ltd.,39.886534,41.270629,Aytemiz
Şahiner Petrol (1 Köprüköy) Ürün.Ot Gıda İnş.Taahhüt Tic.Ve San.Ltd.Şt,39.963637,41.895289,Aytemiz
Şahiner Petrol (2 Köprüköy) Ürün.Ot Gıda İnş.Taahhüt Tic.Ve San.Ltd.Şt,39.765209,41.807218,Aytemiz
Reşber Kömür Nak. İnş.Taah.Pet.Hayv San.Ltd.Şti,39.898808,41.200116,Aytemiz
Cemilbeyoğulları Kuyumculuk Petrol Gıda Temizlik İnş.Tic.San.ve Paz.Lt,39.8996,41.2849,Aytemiz
Fatih Kollektif Şirketi- Naci Sevim -Sevim Sevim,39.937898,40.73385,Aytemiz
Öz Efendioğulları Tem. Hiz. Petrol Gıda Mad.Tur.Tar.veHayv.Tic.veSan.L,39.990036,41.528542,Aytemiz
Muhammet Emin Sarı,39.611387,40.976946,Aytemiz
Aşkale Yönetim Hizmetleri ve Danışmanlık A.Ş.,39.938821,40.735353,Aytemiz
Aksa Mark. Teks. Gıd. Tur. Pet Ür. İnş. Taah. San. Tic. A.Ş.,39.886,41.2388,Aytemiz
Aytemiz (Yakutiye) Petrolcülük Tic.Ltd.Şti.,39.90981,41.286242,Aytemiz
Aytemiz (Aziziye) Petrolcülük,39.920757,41.198469,Aytemiz
Hulusi Sırmacı Petrol 2 Ürn.İnş.Taah.Taş.San.Tic.Ltd.Ş,39.941881,41.118392,Aytemiz
Çevikler İnşaat Taah.Madn.Enrj Ürt.Dağ.Pet.Tic.Ltd.Şti.,39.929129,41.284376,Aytemiz
Ömer Bülent Ünal,39.443077,30.688759,Aytemiz
Hamid Yüzügüllü,39.438199,31.530564,Aytemiz
Mehmet Yatır Petrol Ürünleri Dayanı Tüketim Malları Ticaret Ve San.Ltd,39.379437,31.036944,Aytemiz
Konpet Dinlenme Tesisleri ve Akaryakıt Limited Şirketi,39.641229,30.800372,Aytemiz
Konpet-2 Dinlenme Tesisleri Ve Akaryakıt LTD. ŞTi.,39.845383,30.281432,Aytemiz
Cansa Akaryakıt Sanayi Ve Ticaret Limited Şirketi,39.521397,31.621989,Aytemiz
Akkaya-2 Petrol Tar. Ürn.Nak.İnş Sanayi Ve Ltd. Şti.-2,39.776783,30.528694,Aytemiz
Dalgıç Taşımacılık Petrol Ürün.Ltd.,37.060303,37.409401,Aytemiz
Hayatkent Petrol Nakliyat Gıda Sana Ticaret Limited Şirketi,37.050358,37.433365,Aytemiz
Ayopet Pet.İnş.Tar.Ür.San.Ltd.Şti,37.054956,37.507795,Aytemiz
Ersel Akaryakıt Petrol Ür.San.Ltd.Ş,37.070982,37.3876,Aytemiz
İmza Petrol Nakliyat San.Ve Tic.Ltd,36.989943,37.770199,Aytemiz
Güç Petrol Taşımacılık Ve Otomotiv Ticaret Limited Şirketi,37.046987,37.363909,Aytemiz
Dalgıç Lojistik Uluslararası Taşıma Petrol Ürünleri Pazarlama Tic.Ltd.,37.031384,37.358259,Aytemiz
Fakılı (2 ŞehitKamil) Otobüscülük Pazarlama İnşaat Ltd.Şti.,37.078447,37.394878,Aytemiz
Fakılı (3 ŞehitKamil) Otobüscülük Pazarlama İnşaat Ltd.Şti.,37.091653,37.412823,Aytemiz
Rehaçetin Petrol İnş.Gıd.Nak. San. ve Tic. Ltd.Şti,37.0284,37.7818,Aytemiz
Murat Türkel Petrol Gıda Nak. İnş.İhr.San. Ve Tic. LTD ŞTİ.,36.992925,37.657957,Aytemiz
ALD Akaryakıt İnş. Pet. İç Ve Dış. Tic. San. Ltd. Şti.,37.100194,37.43422,Aytemiz
Nazar Akaryakıt Petrol Oto. San. Tic. Ltd. Şti.,37.065737,37.63224,Aytemiz
Zorbey İnş.Nak.Oto. Petrol Tem İth.İhr.ve San.Tic.Ltd.Şti.,36.7097,37.1933,Aytemiz
Çağpet Pet. Ür. Paz. Taş. Gıd. San. Tic. Ltd. Şti.,37.1813,37.2758,Aytemiz
Askoç Din.Tes. 1 Pet.Nak.Gıd.Tur İnş.San.Tic.Ltd.Şti,37.0551,37.5399,Aytemiz
Askoç Din.Tes.2 Pet.Nak.Gıd.Tur İnş.San.Tic.Ltd.Şti,37.056823,37.541008,Aytemiz
Bodur Petrol Yapı Malz.San. Tic. A.,40.965751,38.743372,Aytemiz
Mucipler Petrol San. Ve Tic. A.Ş.,40.937208,38.207899,Aytemiz
Ramazan Usta Petrol San.Tic.Ltd.Şti,41.014068,38.997941,Aytemiz
Demircan Su Ürn Petrol İnş. San. Ve Ltd. Şti.,40.953187,38.11905,Aytemiz
Karakoç Pet. Ürün. Dağ. Paz. San.Ve Tic. Ltd. Şti.,40.92358,38.548376,Aytemiz
Hancılar Petrol Turizm Otelcilik Sanayi ve Ticaret Limited Şirketi,40.288204,38.41681,Aytemiz
Karakoç (2) Petrol Ürünleri Dağıtım  Sanayi Ve Ticaret Limited Şirketi,40.938273,38.26247,Aytemiz
Giresun Uzmanlar Grup Petrol Ürünle İnşaat Sanayi Ticaret Limited Şirk,40.908055,38.409213,Aytemiz
Yaramanlar İnş. Nak. San. Ve Ticaret Limited Şirketi,40.90515,38.351228,Aytemiz
Çotanak Petrol Ürü. Nak. İnş. Tur. Gıda Kuy. San ve Tic Ltd,40.912005,38.433895,Aytemiz
Birol Usta-2 Petrol Ürünleri Ticaret Limited Şirketi,41.060711,39.13631,Aytemiz
Gümüşbağ (1 Köse) Pet.Ürn. San.İnş.Ltd.Şti.,40.208311,39.654191,Aytemiz
Lüks Erzincan Yılmazlar 2000 Petrol Şti.,40.114325,39.449743,Aytemiz
Zengin Kömür (3 Kelkit) İşlet.Nak. Turizm Sanayi Ticaret Limited  Şirk,39.992896,39.547167,Aytemiz
Süleyman Kayra Akaryakıt Ticaret Limited Şirketi,40.550664,39.309725,Aytemiz
Harşit Petrol Ürünleri İnşaat Ve Gı Sanayi Ticaret Ltd.Şti.,40.4179,39.5904,Aytemiz
Aşçıoğlu Yemek Gıda Temz. İnş.Turz.San.Tic.Ltd.Şti.,40.444641,39.503923,Aytemiz
Bay Petrol Ürünleri Madencilik Sana Ticaret Limited Şirketi,37.569744,44.230864,Aytemiz
Kadiroğulları İnş.Gıd.Akar.Nak İth.İhr.San ve Tic. Ltd Şti.,37.4011,44.51735,Aytemiz
Hatay Mert San.Tic.Ltd.Şti.,36.253077,36.17723,Aytemiz
Özkullar Petrol Ltd.Şti.,36.772311,36.215751,Aytemiz
Raypet Akaryakıt Tic.Ltd.Şti.,36.216976,36.124289,Aytemiz
Tokdemir (2 Reyhanlı) Akar. Tic. Ve San.Ltd.Şti.,36.280941,36.568249,Aytemiz
Tokdemir (1 Merkez) Akar. Tic. Ve San.Ltd.Şti.,36.223555,36.191495,Aytemiz
Ray Enerji Seyahat Petrol Ürün.Gıda Tarım San.Tic.Ltd.Şti.,36.206326,36.130345,Aytemiz
Çolak Melike Petrol Taşımacılık Pazarlama Ve Tic.Ltd.Şti.,36.641006,36.212804,Aytemiz
Özdeniz Akaryakıt İnşaat Nakliyat  Gıda Tic. Ve San. Ltd. Şti.,36.440238,35.932808,Aytemiz
Çağ Otomotiv Gıda Maddeleri Petrol Ürünleri Ticaret Pazarlama Limited,36.467337,36.339105,Aytemiz
Alişeroğlu Akdeniz Pet. Ve Pet Ürün. Nak. Gıda İnş. Tur. A.Ş,37.022351,36.139499,Aytemiz
Menger Petrolcülük Taş.İnş.Tur Loj.Gıda Hayv.San.VeTic.Ltd.Şt,36.954508,36.128561,Aytemiz
GGG Otomotiv-2 Taş.San.Tic.Ltd.Şti.,39.95314,36.1275,Aytemiz
Türkan Gıda AkaryakıtTic.Ltd.Şti.,40.036668,43.674038,Aytemiz
İlbeyi Akar.Ürün.Gıda İnş.Oto.Nak.Y Dışı Yolcu Taş.ve San.Ür.Tic.Ltd.Ş,39.945623,43.985717,Aytemiz
Alp Urungu Enerji Elektrik Malzemel Taşımacılık İnşaat Tic.Ltd.Şti,39.938332,44.086755,Aytemiz
Şenal Gıda İnş. Nak. Akaryakıt Tek. Tar. ve Hayvancılık Sıhhi Tes. Ltd,39.916422,44.047789,Aytemiz
Mehmetçik06 Akaryakıt Petrol Oto.İnş.Nak.Gıd.San.Tic.Ltd.Şt,39.978143,44.160302,Aytemiz
Isparta Ecem Petrol Nakliyat Sanayi Ticaret Limited Şirketi,37.789645,30.548897,Aytemiz
Server Nak. Oto. İnş. Eml. Tah Yen. Enr. Tur. San. Tic. Ltd.,38.0932,31.3503,Aytemiz
Server-2 Nakl.Oto.İnş.Taah.Yeni. En.Tur.San.Tic.Ltd. Şti.,38.079602,31.360274,Aytemiz
Eyüboğlu (1 Kağıthane) Akar. İnş. San.Ve Tic.Ltd.Şti.,41.063,28.950551,Aytemiz
Mehmet Salih Küçükoğlu - Küçükoğlu,41.107268,28.221754,Aytemiz
Şişli Petrol Ltd.Şti.,41.059536,28.976154,Aytemiz
Vadim Petrol Ltd.Şti.,40.967786,29.102901,Aytemiz
Küçükköy Petrol Ltd.Şti.,41.070486,28.902288,Aytemiz
Aytemiz (Tuzla) Petrolcülük Tic.Ltd,40.817199,29.36257,Aytemiz
Aytemiz (Kartal) Petrolcülük Tic.Lt,40.897085,29.225693,Aytemiz
Aytemiz (Pendik) Petrolcülük Tic.Lt,40.896811,29.224827,Aytemiz
Aytemiz (B.Evler) Petrolcülük Tic.Ltd.Şti,41.000912,28.822743,Aytemiz
Aytemiz (Bağcılar) Petrolcülük Tic.Ltd.Şti,41.060505,28.832127,Aytemiz
Aytemiz (Esenler) Petrolcülük Tic.Ltd.Şti,41.054702,28.863887,Aytemiz
Aytemiz (Koşuyolu) Petrolcülük Tic.Ltd.Şti.,41.004774,29.035286,Aytemiz
Aytemiz (OHT1-Doğu) Petrolcülük Tic.Ltd.Şti,41.19925,28.825694,Aytemiz
Aytemiz (OHT2-Kuzey) Petrolcülük Tic.Ltd.Şti,41.236432,28.907759,Aytemiz
Aytemiz (Sultangazi) Petrolcülük Tic.Ltd.Şti,41.089934,28.88269,Aytemiz
Mas Petrol Ürünleri Paz.İnş.Otom.Gı San. ve Tic.Ltd.Şti.,40.927464,29.34684,Aytemiz
Şeref Tatlı,41.115917,28.450497,Aytemiz
Adelta Petrol Ürünleri Gıda Sanayi  Ticaret Limited Şirketi,41.078737,29.250324,Aytemiz
Gizem Petrol Ürünleri Ve İnşaat San Ticaret Limited Şirketi,41.059836,28.625196,Aytemiz
Riza Musa Koç Petrol Ürünleri  Sanayi Ticaret Limited Şirketi,41.021637,28.687712,Aytemiz
Aytemiz ( Avcılar - 32) Petrolcülük Ticaret Ltd. Şti.,41.058225,28.730708,Aytemiz
Adr Akaryakıt Sanayi Ve Ticaret A.Ş,41.078148,28.899191,Aytemiz
Aytemiz (İstinye) Petrolcülük Tic.Ltd.Şti.,41.112162,29.040811,Aytemiz
Etro Petrol Ltd.Şti,41.016642,29.141588,Aytemiz
İkizler Petrol İnşaat Tur.San.ve Ti Ltd.Şti,41.0222,28.7011,Aytemiz
Oksijen Petrol İnşaat Ticaret Limit Şirketi,40.9817,29.2214,Aytemiz
Free Lojistik Akaryakıt Pazarlama v Ticaret Limited Şirketi,41.014,28.5473,Aytemiz
Doğuş Petrol İnş. Sanayi ve Tic. Ltd. Şti.,41.11361,28.857259,Aytemiz
Erge Petrol Otomotiv Sanayi ve Tica Limited Şirketi,40.940351,29.285313,Aytemiz
Çeliksoy Petrol Gıda Nakliye İnş. Gıd. San. Tic. Ltd. Şti,41.009539,28.523356,Aytemiz
Kardeşler Petrol İnş. Tic. Ltd Şti.,40.964341,29.274145,Aytemiz
Tekoğlu Petrol Turizm İnşaat Nak.Taah.San.Tic.Ltd.Şti.,41.003836,29.21669,Aytemiz
Merense Enerji -6 Tıc.San.Ltd.Şti,41.0416,28.9201,Aytemiz
Merense Enerji -7 Tıc.San.Ltd.Şti,41.041402,28.832344,Aytemiz
Sındırgılılar Petrol Ve Tic.Ltd.Şti,38.944793,27.047693,Aytemiz
Cihan Petrol İnş.San.Ve Tic.Ltd.Şti,38.151711,27.366586,Aytemiz
Emircanlar Petrol İnşaat Tic.Ltd.Şt,38.437358,27.167982,Aytemiz
Gökçen Efe Pet.İnş.San.Ve Tic.Ltd.Ş,38.114439,27.873865,Aytemiz
Günaydın Motorlu Taş.Sür.Kur.Ltd.Şt,38.12241,27.717605,Aytemiz
Güzel Menderes Pet.Ürün.Gıda İnş. Nakl.Tarım Ürün.San.Ve Tic.Ltd.Şti.,38.100999,28.206018,Aytemiz
Şahin Petrol Tahmil Tah. Tic.Ltd.Şt,38.616018,27.062671,Aytemiz
Ümfer Tarım Gıda Pet.Ürün.Ltd.Şti.,39.102464,27.402247,Aytemiz
Ramiz Yılmazer Petrol Oto Servis Ba Hiz.Turizm Emlak Kom.San.Ve Tic.Lt,38.427913,27.210978,Aytemiz
Kuzey İzmir Petrol Ürünleri İnşaat Ticaret Limited Şirketi,38.988547,27.053055,Aytemiz
Başarı Akaryakıt Nakliye Otomotiv I Taah. Hayv. Gida Tic. Ltd. Sti.,38.437352,27.256782,Aytemiz
Çağpet Petrol ve Petrol Ürünleri Tu Gıda Nakliyat Dan.San.veTic.A.Ş.,38.18197,27.489978,Aytemiz
Hms Akaryakıt Otomativ Turizm İnş Tar. Hay. San. ve Tic Ltd.,38.448077,27.533868,Aytemiz
Isparta Ecem-2 Petrol Nak. San. Ve Ticaret Limited Şirketi,38.1261,27.392,Aytemiz
Egenar Akaryakıt Limited Şirketi,38.223789,26.828055,Aytemiz
Anadol Akaryakıt Ticaret Anonim Şirketi,38.390476,27.165096,Aytemiz
Aytemiz (Urla) Petrolcülük Tic. Ltd. Şti,38.334662,26.76674,Aytemiz
Ege Brent Akaryakıt Sanayi Ve Ticaret Limited Şirketi,38.442331,27.277717,Aytemiz
Mustafa Karakuyu Nak.Pet.Ürn. Ticaret Limited Şirketi,38.6514,27.0383,Aytemiz
Fakılı (1 Merkez) Otobüscülük Pazarlama İnşaat Ltd.Şti.,37.574795,36.935616,Aytemiz
Kaynar Tarım Ürünleri Tic.Ve San.Lt,37.389217,37.137299,Aytemiz
Güneş Hafriyat Oto Lastik Oto.Taş.P ve Pet.Ür.Nak.İnş.Ltd.Şti.,37.3385,37.1454,Aytemiz
Elbistan Kayalar Petrol Sanayi Tica Limited Şirketi,38.206206,37.185772,Aytemiz
Alvis Petrol Sanayi ve Ticaret limited şirketi,37.600405,36.830978,Aytemiz
Saylak Tar.İnş.Akar.Teks.Hay. Taş.Oto.San.ve Ltd.Şti.,37.5656,36.9035,Aytemiz
Mevpet Petrol İnş.Mad.Teks.Tur San ve Tic. Ltd. Şti.,37.588998,36.92025,Aytemiz
Kardeşler Güven Pet.Yakıt İnş. Nak.Gıd San ve Tic. Ltd.Şti.,37.584212,36.903182,Aytemiz
Setaş Sebat Otomotiv Tic. Ve Sanayi Anonim Şirketi,36.2069,37.2159,Aytemiz
Alis Kardeşler Pet. Akar.İnş. Taah.Taş.Gıda SanVeTic Ltd.Şti,37.5698,36.9178,Aytemiz
Alis Yıldız Pet.Akar.İnş.Enerj Teks Taş.GıdaTar.Hayv.SanVeTic,37.3742,36.8563,Aytemiz
Özpet (7 Kahramanmaraş) Petrol Denz Nak  Gıda Turz. San. ve Tic.Ltd.Şt,37.774176,38.271625,Aytemiz
Kaynak Petrol Ürünleri Gıda Turizm Ve Ticaret Limited Şirketi,41.199505,32.343461,Aytemiz
Alternatif Petrol Ürün Paz. ve Mak. İm. San. Tic. Ltd. Şti,41.166787,32.572655,Aytemiz
Lati Petrol Ürünleri Sanayi Ve Ticaret Limited Şirketi,41.215668,32.763689,Aytemiz
Konsopa Akaryakıt 2 San. Tic. Ltd. Şti.,40.865706,32.598729,Aytemiz
Karadağlı Pet. Ürn. Oto. İnş. Tar. Gıda Tic. ve San. Ltd.Şti.,37.192762,33.154056,Aytemiz
Özdemir Saraç Petrol San.Tic.Ltd.Şt,40.467785,42.783718,Aytemiz
Öz Aydın Gıda İnşaat Nak. Sanayi  Ticaret Limited Şirketi,40.572069,43.088476,Aytemiz
